element_type,osmid,operator,railway,ref,geometry,location,man_made,addr:city,addr:housenumber,addr:postcode,addr:street,amenity,name,opening_hours,phone,power,building,building:levels,substation,access,parking,fixme,wheelchair,shop,noname,tickets:public_transport,surface,name:ru,layer,nodes,building:flats,design:ref,start_date,height,building:colour,note:cadastre:id,year_of_construction,addr:housenumber2,building:material,roof:shape,abandoned,brand,contact:website,owner,design:note,construction,note,website,health_facility:type,healthcare,name:uk,official_short_type,pipeline,substance,utility,voltage,religion,social_facility,social_facility:for,education,education_form:parttime,education_level:primary,education_profile:music,education_system:ru_standard,landuse,building:min_level,power:output:hot_water,fee,female,male,check_date:opening_hours,toilets,denomination,shelter_type,leisure,sport,outdoor_seating,unisex,heating,voltage:primary,branch,frequency,check_date,roof:colour,roof:height,roof:material,contact:instagram,cuisine,drink:coffee,takeaway,service,service:vehicle:tyres,inscription,ways,type,name:en,old_name,old_name:de,old_name:en,roof:levels,smoking
way,684687996,,,,"POLYGON ((37.6265135 55.8546472, 37.6267495 55.8546429, 37.6267361 55.8544111, 37.6265001 55.8544154, 37.6265135 55.8546472))",,,,,,,,,,,,yes,,,,,,,,,,,,,"[6415354936, 6415354933, 6415354934, 6415354935, 6415354936]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,692190956,,,12941,"POLYGON ((37.6536106 55.8530521, 37.6535717 55.8531124, 37.6536642 55.8531312, 37.6537031 55.8530709, 37.6536106 55.8530521))",,,,13 к3 с2,,улица Амундсена,,,,,substation,service,1,minor_distribution,,,,,,,,,,,"[6497294054, 6497294051, 6497294052, 6497294053, 6497294054]",,,,,,,,,,,,,,,,,,,,,,ТП,,,power,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,692494580,,,,"POLYGON ((37.6584141 55.8491925, 37.6585671 55.8492236, 37.6586381 55.8491136, 37.6584173 55.8490687, 37.6583919 55.8491081, 37.6584596 55.8491219, 37.6584141 55.8491925))",,,,1 с1,,улица Амундсена,,,,,,yes,,,,,,,,,,,,,"[6501195779, 6501195778, 6501195777, 6840408017, 6840408018, 6501195776, 6501195779]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,692723514,,,,"POLYGON ((37.6561286 55.8511132, 37.6560846 55.8511616, 37.656164 55.8511843, 37.6562079 55.8511358, 37.6561286 55.8511132))",,,,,,,,,,,,yes,1,,,,,,,,,,,,"[6503473604, 6503473605, 6503473606, 6503473607, 6503473604]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,705493066,,,,"POLYGON ((37.6339191 55.8468923, 37.6339254 55.846959, 37.6340528 55.8469552, 37.6340465 55.8468885, 37.6339191 55.8468923))",,,,,,,,,,,substation,service,,minor_distribution,,,,,,,,,,,"[6628695786, 6628674283, 6628674284, 6628695785, 6628695786]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,730175107,,,,"POLYGON ((37.6552456 55.8458037, 37.6550528 55.845853, 37.6549669 55.845747, 37.6551597 55.8456977, 37.6552456 55.8458037))",,,Москва,14 с13,129343,проезд Серебрякова,,,,,substation,service,1,minor_distribution,,,,,,,,,,,"[6840407909, 6840407908, 6840407907, 6840407906, 6840407909]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,730175108,,,,"POLYGON ((37.6573616 55.8472492, 37.6573894 55.847255, 37.6574083 55.8472678, 37.6574133 55.8472842, 37.6574029 55.8472998, 37.6573801 55.8473104, 37.6573509 55.8473132, 37.6573231 55.8473074, 37.6573042 55.8472946, 37.6572993 55.8472782, 37.6573096 55.8472626, 37.6573324 55.847252, 37.6573616 55.8472492))",,,,,,,,,,,,yes,1,,,,,,,,,,,,"[6840407923, 6840407922, 6840407921, 6840407920, 6840407919, 6840407918, 6840407924, 6840407917, 6840407916, 6840407915, 6840407914, 6840407913, 6840407923]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,730175109,,,,"POLYGON ((37.6541766 55.8460803, 37.654633 55.8459718, 37.655024 55.8458788, 37.6549236 55.8457458, 37.654076 55.8459472, 37.6541766 55.8460803))",,,Москва,14 с14,129343,проезд Серебрякова,,,,,,commercial,3,,,,,,,,,,,,"[6840407929, 6843847085, 6840407928, 6840407926, 6840407927, 6840407929]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,730175110,,,,"POLYGON ((37.6551922 55.8456773, 37.6553053 55.8458152, 37.655565 55.8457481, 37.6556713 55.8457206, 37.6555582 55.8455827, 37.6551922 55.8456773))",,,Москва,14 с12,129343,проезд Серебрякова,,,,,,commercial,3,,,,,,,,,,,,"[6840407933, 6840407932, 6843840383, 6840407931, 6840407930, 6840407933]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,730175118,,,,"POLYGON ((37.6567373 55.8473094, 37.656828 55.8473141, 37.6570579 55.847326, 37.6570535 55.8473527, 37.6570485 55.8473832, 37.656728 55.8473666, 37.6567297 55.8473561, 37.6567373 55.8473094))",,,,,,,,,,,,yes,2,,,,,,,,,,,,"[6840407961, 6850515570, 6840407960, 6840407956, 6840407959, 6840407958, 6840407957, 6840407961]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,731483689,,,,"POLYGON ((37.6550978 55.8470707, 37.6551438 55.8470594, 37.6551625 55.8470888, 37.6552575 55.8470729, 37.6553264 55.8471778, 37.6551676 55.8471686, 37.6550978 55.8470707))",,,,,,,,,,,,yes,1,,,,,,,,,,,,"[6840407941, 6850515574, 6850515573, 6850515572, 6850515571, 6840407942, 6840407941]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,731483691,,,,"POLYGON ((37.6553839 55.8472934, 37.6553877 55.847272, 37.6553915 55.8472505, 37.6554625 55.847254, 37.6554545 55.847296, 37.6553839 55.8472934))",,,,,,,,,,,,yes,,,,,,,,,,,,,"[6840407944, 6850515581, 6850515578, 1457481905, 6850515579, 6840407944]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,784071588,,,,"POLYGON ((37.6345354 55.8489746, 37.6349479 55.8489349, 37.6349065 55.8487991, 37.634494 55.8488388, 37.6345068 55.8488805, 37.6345354 55.8489746))",,,,,,,parking,,,,,yes,,,private,underground,,,,,,,,,"[7324023917, 7324023914, 7324023915, 7324023916, 7738342566, 7324023917]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,818520366,,,,"POLYGON ((37.6559482 55.8459204, 37.656417 55.8457857, 37.6562973 55.8456544, 37.656403 55.845624, 37.6564753 55.8457033, 37.6574333 55.8454281, 37.6572132 55.8451867, 37.6566137 55.8453589, 37.6567256 55.8454817, 37.6557927 55.8457497, 37.6559482 55.8459204))",,,,,,,,,,,,yes,,,,,,,,,,,,,"[7644011362, 7644011361, 7644011358, 7644011356, 7644011355, 7644011357, 7644011360, 7644011353, 7644011354, 7644011359, 7644011362]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,829667111,,,,"POLYGON ((37.6333103 55.8476975, 37.6333827 55.8477231, 37.6334047 55.8477035, 37.6334267 55.8476839, 37.6333543 55.8476583, 37.6333103 55.8476975))",,,,,,,shelter,,,,,roof,,,,,,,,,,wood,,,"[7743749497, 7743749496, 7743749493, 7743749495, 7743749494, 7743749497]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,picnic_shelter,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,829983878,,,12824,"POLYGON ((37.6415056 55.8554255, 37.6416487 55.8553892, 37.6416002 55.855329, 37.641457 55.8553654, 37.6415056 55.8554255))",,,Москва,21 к2 с1,,проезд Русанова,,,,,substation,service,1,minor_distribution,,,,,,,,,,,"[7746476299, 7746476300, 7746476301, 7746476302, 7746476299]",,,,,,,,,,,,,,,,,,,,,,ТП,,,power,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,835751210,,,,"POLYGON ((37.6315816 55.851825, 37.6316846 55.8518189, 37.6316162 55.8514561, 37.6315132 55.8514622, 37.6315816 55.851825))",,,,,,,,,,,,yes,,,,,,,,,,,,,"[7800854266, 7800854263, 7800854264, 7800854265, 7800854266]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,838195080,,,,"POLYGON ((37.6379477 55.8502749, 37.6381119 55.8507709, 37.6379968 55.8507829, 37.6378326 55.8502869, 37.6379477 55.8502749))",,,,,,,,,,,,garages,,,,,,,,,,,,,"[7823010975, 7823010974, 7823010973, 7823010972, 7823010975]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,857884127,Объединенная энергетическая компания,,12846,"POLYGON ((37.6390996 55.8557849, 37.6390532 55.8557215, 37.6391941 55.8556891, 37.6392404 55.8557525, 37.6390996 55.8557849))",,,,29 к2 с1,,проезд Русанова,,,,,substation,service,1,minor_distribution,,,,,,,,,,,"[1536619397, 7997878002, 7997878001, 7997878000, 1536619397]",,,,,,,,,,,,,,,,,,,,,,ТП,,,power,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,857884130,,,,"POLYGON ((37.638413 55.85306, 37.6385204 55.8532937, 37.63868 55.8532711, 37.6385832 55.853039, 37.638413 55.85306))",,,,,,,,,,,,school,1,,,,,,,,,,,,"[317012284, 7997878012, 7997878011, 317012287, 317012284]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,857884154,,,,"POLYGON ((37.6420815 55.8570524, 37.6421577 55.8570499, 37.6421531 55.8570032, 37.6421522 55.8569935, 37.6420998 55.8569947, 37.6421021 55.85702, 37.6420786 55.8570207, 37.6420815 55.8570524))",,,,,,,,,,,,yes,1,,,,,,,,,,,,"[7997878111, 7997878110, 7997854622, 7997878109, 7997878108, 7997878107, 7997878106, 7997878111]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,866476892,,,,"POLYGON ((37.627054 55.8497382, 37.6273048 55.8497774, 37.627265 55.8498577, 37.6270142 55.8498185, 37.627054 55.8497382))",,,,,,,,,,,,yes,,,,,,,,,,,,,"[8076150527, 8076150526, 8076150525, 8076150524, 8076150527]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,882919646,Объединенная энергетическая компания,,25587,"POLYGON ((37.6445099 55.8581187, 37.6445951 55.8581165, 37.6445977 55.8581476, 37.6445538 55.8581487, 37.6445554 55.8581684, 37.6445141 55.8581694, 37.6445099 55.8581187))",indoor,,,8 с1,,Игарский проезд,,,,,substation,service,1,minor_distribution,,,,,,,,,,,"[8210842965, 8210842964, 8210842963, 8210842962, 8210842961, 8210842960, 8210842965]",,,,,,,,,,,,,,,,,,,,,,ТП,,,power,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,889400600,,,,"POLYGON ((37.6271079 55.8473461, 37.6271623 55.8473479, 37.6271671 55.8473032, 37.6271128 55.8473013, 37.6271079 55.8473461))",,,,,,,waste_disposal,,,,,yes,1,,,,,,,,,,,,"[8268582765, 8268582763, 8268582764, 8214165656, 8268582765]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,905047906,,,,"POLYGON ((37.6290311 55.8485029, 37.6290116 55.8485166, 37.6290497 55.8485336, 37.6290692 55.8485199, 37.6290311 55.8485029))",,,,,,,,,,,substation,yes,,,,,,,,,,,,,"[8404984343, 8404984340, 8404984341, 8404984342, 8404984343]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,905047907,,,,"POLYGON ((37.6275849 55.8478263, 37.6274127 55.8479046, 37.6274385 55.8479225, 37.6274131 55.847934, 37.6274414 55.8479537, 37.627639 55.8478639, 37.6275849 55.8478263))",,,,,,,,,,,substation,service,1,minor_distribution,,,,,,,,,,,"[8404984347, 8404984346, 8584557218, 8584557217, 8404984345, 8404984344, 8404984347]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,905047908,,,,"POLYGON ((37.6274513 55.8477649, 37.6274082 55.8477666, 37.6274164 55.8478332, 37.6274192 55.8478555, 37.6274622 55.8478538, 37.6274513 55.8477649))",,,,,,,waste_disposal,,,,,yes,1,,,,,,,,,,,,"[8404984351, 8404984348, 8584557220, 8404984349, 8404984350, 8404984351]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,910525074,,,,"POLYGON ((37.6531747 55.8467109, 37.6533785 55.8467229, 37.65339 55.846662, 37.6531861 55.84665, 37.6531747 55.8467109))",,,,10 с2,,проезд Серебрякова,,,,,,yes,,,,,,,,,,,,,"[8454769397, 8454769396, 8454769395, 8454769394, 8454769397]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,910525075,,,,"POLYGON ((37.6540293 55.8468927, 37.6541313 55.8468544, 37.6540468 55.8467834, 37.6539448 55.8468217, 37.6540293 55.8468927))",,,,,,,,,,,,yes,,,,,,,,,,,,,"[8454769401, 8454769398, 8454769399, 8454769400, 8454769401]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,910525076,,,,"POLYGON ((37.6537782 55.8468539, 37.6541886 55.8471987, 37.6544068 55.8472099, 37.6540293 55.8468927, 37.6539448 55.8468217, 37.6539199 55.8468008, 37.6537782 55.8468539))",,,,12 с3,,проезд Серебрякова,,,,,,yes,,,,,,,,,,,,,"[8454769405, 8454769404, 8454769403, 8454769401, 8454769400, 8454769402, 8454769405]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,910525077,,,,"POLYGON ((37.6532337 55.8471009, 37.6537111 55.8471235, 37.6537355 55.8469611, 37.6532581 55.8469385, 37.6532337 55.8471009))",,,,,,,,,,,,yes,,,,,,,,,,,,,"[8454769409, 8454769408, 8454769407, 8454769406, 8454769409]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,922815498,,,,"POLYGON ((37.6427007 55.8626367, 37.6424247 55.8624715, 37.6423371 55.8625175, 37.6426131 55.8626828, 37.6427007 55.8626367))",,,,,,,,,,,,service,1,,,,,,,,,,,,"[8566589030, 8566589031, 8566589032, 8566589033, 8566589030]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,922815499,,,,"POLYGON ((37.6419429 55.8618823, 37.6419908 55.8618552, 37.6419271 55.8618198, 37.6418792 55.8618469, 37.6419429 55.8618823))",,,,,,,,,,,substation,service,,minor_distribution,,,,,,,,,,,"[8566589034, 8566589035, 8566589036, 8566589037, 8566589034]",,,,,,,,,,,,,,,,,,,,,,ТП,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,922815500,,,,"POLYGON ((37.6417681 55.8619337, 37.641845 55.8618905, 37.6417467 55.8618353, 37.6417049 55.8618588, 37.6417347 55.8618755, 37.6416996 55.8618953, 37.6417681 55.8619337))",,,,,,,,,,,substation,service,,minor_distribution,,,,,,,,,,,"[8566589038, 8566589039, 8566589040, 8566589041, 8566589042, 8566589043, 8566589038]",,,,,,,,,,,,,,,,,,,,,,ТП,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,926500684,,,,"POLYGON ((37.6370188 55.8581307, 37.6370227 55.8581883, 37.6371514 55.8581856, 37.6371475 55.858128, 37.6370188 55.8581307))",,,,,,,,,,,substation,service,1,minor_distribution,,,,,,,,,,,"[8597676875, 8597676876, 8597676877, 8597676878, 8597676875]",,,,,,,,,,,,,,,,,,,,,,ТП,,,power,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,927265772,,,12829,"POLYGON ((37.6441814 55.8533552, 37.6441362 55.8532516, 37.644276 55.8532324, 37.6443211 55.853336, 37.6441814 55.8533552))",,,,,,,,,,,substation,service,1,minor_distribution,,,,,,,,,,,"[8603335108, 8603335109, 8603335110, 8603335111, 8603335108]",,,,,,,,,,,,,,,,,,,,,,ТП,,,power,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,927265773,,,24298,"POLYGON ((37.6440546 55.8531504, 37.644171 55.8531365, 37.6441484 55.8530771, 37.6440734 55.8530861, 37.6440846 55.8531155, 37.6440432 55.8531205, 37.6440546 55.8531504))",,,,2 к1 с1,,улица Седова,,,,,substation,service,1,minor_distribution,,,,,,,,,,,"[8603335112, 8603335113, 8603335114, 8603335115, 8603335116, 8603374817, 8603335112]",,,,,,,,,,,,,,,,,,,,,,ПП,,,power,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,929215354,Объединенная энергетическая компания,,27228,"POLYGON ((37.6475056 55.8547416, 37.6475888 55.8547231, 37.6475577 55.8546791, 37.6474745 55.8546977, 37.6475056 55.8547416))",,,,,,,,,,,substation,service,1,minor_distribution,,,,,,,,,,,"[8617582514, 8617582515, 8617582516, 8617640217, 8617582514]",,,,,,,,,,,,,,,,,,,,,,ТП,,,power,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,929395964,,,,"POLYGON ((37.6293094 55.8485077, 37.6293481 55.8484956, 37.6293154 55.8484625, 37.6292767 55.8484745, 37.6293094 55.8485077))",,,,,,,waste_disposal,,,,,yes,,,,,,,,,,,,,"[8619011178, 8619011177, 8619011176, 8619011175, 8619011178]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,930445712,,,,"POLYGON ((37.636597 55.8469678, 37.6366332 55.846968, 37.6366338 55.8469203, 37.6365977 55.8469201, 37.636597 55.8469678))",,,,,,,waste_disposal,,,,,yes,,,,,,,,,,,,,"[8627295294, 8627295291, 8627295292, 9159257613, 8627295294]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,934946195,,,,"POLYGON ((37.6482424 55.8584456, 37.6481603 55.8583887, 37.6481077 55.8584127, 37.6481898 55.8584696, 37.6482424 55.8584456))",,,,,,,,,,,,service,1,,,,,,,,,,,,"[8664153045, 8664153046, 8664153047, 8664153048, 8664153045]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,934946196,,,,"POLYGON ((37.6446435 55.85885, 37.6444033 55.8589761, 37.6443128 55.8589276, 37.6445615 55.8588016, 37.6446435 55.85885))",,,,,,,,,,,,garages,,,,,,,,,,,,,"[8664153030, 8664153049, 8664153050, 8664153051, 8664153030]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,935248887,,,,"POLYGON ((37.6525276 55.8542809, 37.6525978 55.854173, 37.6524769 55.8541482, 37.6524622 55.8541708, 37.6523886 55.8541558, 37.6523635 55.8541944, 37.6524207 55.8542062, 37.65239 55.8542533, 37.6525276 55.8542809))",,,,14 с4,,проезд Нансена,,,,,,yes,1,,,,,,,,,,,,"[1059246781, 8666787395, 8666787396, 8666787397, 8666787398, 8666787399, 8666787400, 8666787401, 1059246781]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
