element_type,osmid,nodes,addr:city,addr:housenumber,addr:postcode,addr:street,building,denomination,name,religion,website,geometry,layer,building:levels,shop,man_made,tourism,ways,type,amenity
way,210207584,"[2203085430, 2203085428, 2203085464, 2203085468, 2203085430]",,,,,yes,,,,,"POLYGON ((49.0863459 53.8120264, 49.0862163 53.8120215, 49.0862061 53.8121147, 49.0863357 53.8121197, 49.0863459 53.8120264))",,,,,,,,
way,210207585,"[2203085653, 2203085652, 2203085658, 2203085659, 2203085653]",,,,,yes,,,,,"POLYGON ((49.0862974 53.8134286, 49.0860299 53.8134256, 49.0860276 53.8134947, 49.0862952 53.8134977, 49.0862974 53.8134286))",,,,,,,,
way,210207586,"[2203084936, 2203084935, 2203084963, 2203084964, 2203084936]",,11,,улица Мира,yes,,,,,"POLYGON ((49.0935011 53.8094075, 49.0933127 53.8094057, 49.0933033 53.8097577, 49.0934917 53.8097594, 49.0935011 53.8094075))",,,,,,,,
way,210207587,"[2203086752, 2203086751, 2203086794, 2203086796, 2203086752]",,,,,yes,,,,,"POLYGON ((49.0862032 53.8172593, 49.0860112 53.8172583, 49.0860097 53.8173579, 49.0862016 53.8173589, 49.0862032 53.8172593))",,,,,,,,
way,210207588,"[2203085750, 2203085751, 2203085761, 2203085760, 2203085750]",Хрящёвка,64,,Школьная улица,yes,,,,,"POLYGON ((49.0829319 53.8139177, 49.0827682 53.8139196, 49.0827699 53.8139688, 49.0829335 53.8139669, 49.0829319 53.8139177))",,,,,,,,
way,210207589,"[2203084547, 2203084545, 2203084567, 2203084569, 2203084547]",,,,,yes,,,,,"POLYGON ((49.0905997 53.8061419, 49.0903931 53.8061375, 49.0903858 53.8062582, 49.0905924 53.8062625, 49.0905997 53.8061419))",,,,,,,,
way,210207590,"[2203084737, 2203084730, 2203084757, 2203084758, 2203084737]",Хрящёвка,16,,Новая улица,yes,,,,,"POLYGON ((49.0940873 53.8077512, 49.0938014 53.8077492, 49.0938002 53.8078151, 49.094086 53.8078171, 49.0940873 53.8077512))",,,,,,,,
way,210207591,"[2203085633, 2203085632, 2203085664, 2203085665, 2203085633]",,,,,yes,,,,,"POLYGON ((49.0924692 53.8133315, 49.0923117 53.8133307, 49.0923084 53.813548, 49.0924659 53.8135488, 49.0924692 53.8133315))",,,,,,,,
way,210207592,"[2203084795, 2203084793, 2203084810, 2203084811, 2203084795]",,,,,yes,,,,,"POLYGON ((49.0973028 53.8082443, 49.097217 53.8082435, 49.0972124 53.8084164, 49.0972982 53.8084172, 49.0973028 53.8082443))",,,,,,,,
way,210207593,"[2203086087, 2203086086, 2203086113, 2203086114, 2203086087]",Хрящёвка,77,,улица Ленина,yes,,,,,"POLYGON ((49.0885741 53.8152597, 49.0884658 53.8152593, 49.0884646 53.8153622, 49.0885728 53.8153626, 49.0885741 53.8152597))",,,,,,,,
way,210207594,"[2203084783, 2203084784, 2203084792, 2203084790, 2203084783]",Хрящёвка,32А,,улица Ленина,yes,,,,,"POLYGON ((49.0900819 53.8081369, 49.0898806 53.808138, 49.0898821 53.8082426, 49.0900834 53.8082415, 49.0900819 53.8081369))",,,,,,,,
way,210207595,"[2203085580, 2203085579, 2203085587, 2203085588, 2203085580]",Хрящёвка,55,,улица Куйбышева,yes,,,,,"POLYGON ((49.0856496 53.8128777, 49.085518 53.8128777, 49.085518 53.8129762, 49.0856496 53.8129762, 49.0856496 53.8128777))",,,,,,,,
way,210207596,"[2203085262, 2203085260, 2203085277, 2203085279, 2203085262]",,,,,yes,,,,,"POLYGON ((49.0945192 53.8111373, 49.0943683 53.8111321, 49.0943637 53.8111785, 49.0945146 53.8111837, 49.0945192 53.8111373))",,,,,,,,
way,210207597,"[2203084747, 2203084749, 2203084771, 2203084770, 2203084747]",Хрящёвка,2,,Новая улица,yes,,,,,"POLYGON ((49.0973402 53.8077919, 49.0970346 53.8077939, 49.097036 53.8078695, 49.0973416 53.8078676, 49.0973402 53.8077919))",,,,,,,,
way,210207598,"[2203086575, 2203086574, 2203086595, 2203086597, 2203086575]",Хрящёвка,40,,Набережная улица,yes,,,,,"POLYGON ((49.0794032 53.8167054, 49.0792331 53.8167041, 49.0792317 53.8167642, 49.0794019 53.8167655, 49.0794032 53.8167054))",,,,,,,,
way,210207599,"[2203084659, 2203084658, 2203084660, 2203084661, 2203084659]",,,,,yes,,,,,"POLYGON ((49.090079 53.8071821, 49.0899184 53.8071821, 49.0899184 53.8072468, 49.090079 53.8072468, 49.090079 53.8071821))",,,,,,,,
way,210207600,"[2203086130, 2203086129, 2203086135, 2203086136, 2203086130]",,,,,yes,,,,,"POLYGON ((49.0822086 53.8154425, 49.0820514 53.8154425, 49.0820514 53.8154994, 49.0822086 53.8154994, 49.0822086 53.8154425))",,,,,,,,
way,210207601,"[2203084591, 2203084590, 2203084601, 2203084602, 2203084591]",,,,,yes,,,,,"POLYGON ((49.0937581 53.8064394, 49.0935765 53.8064374, 49.0935743 53.8065084, 49.0937558 53.8065104, 49.0937581 53.8064394))",,,,,,,,
way,210207602,"[2203085035, 2203085034, 2203085084, 2203085086, 2203085035]",,,,,yes,,,,,"POLYGON ((49.0942094 53.8102921, 49.0937326 53.8102921, 49.0937326 53.8104218, 49.0942094 53.8104218, 49.0942094 53.8102921))",,,,,,,,
way,210207603,"[2203084715, 2203084716, 2203084718, 2203084717, 2203084715]",,,,,yes,,,,,"POLYGON ((49.0928042 53.8075327, 49.0926291 53.8075342, 49.0926305 53.8075959, 49.0928057 53.8075945, 49.0928042 53.8075327))",,,,,,,,
way,210207604,"[2203086142, 2203086141, 2203086157, 2203086158, 2203086142]",Хрящёвка,70А,,улица Ленина,yes,,,,,"POLYGON ((49.0907921 53.8155261, 49.0906377 53.8155261, 49.0906377 53.8156217, 49.0907921 53.8156217, 49.0907921 53.8155261))",,,,,,,,
way,210207605,"[2203085560, 2203085561, 2203085573, 2203085571, 2203085560]",,,,,yes,,,,,"POLYGON ((49.0795845 53.8126715, 49.0793888 53.8126734, 49.0793915 53.8127739, 49.0795873 53.8127721, 49.0795845 53.8126715))",,,,,,,,
way,210207606,"[2203086001, 2203085999, 2203086044, 2203086045, 2203086001]",,,,,yes,,,,,"POLYGON ((49.0891317 53.8149731, 49.0890363 53.8149701, 49.0890275 53.8150689, 49.0891229 53.8150718, 49.0891317 53.8149731))",,,,,,,,
way,210207607,"[2203085894, 2203085895, 2203085910, 2203085909, 2203085894]",,,,,yes,,,,,"POLYGON ((49.0907308 53.81458, 49.0905101 53.8145813, 49.0905113 53.8146514, 49.0907321 53.81465, 49.0907308 53.81458))",,,,,,,,
way,210207608,"[2203086017, 2203086015, 2203086056, 2203086057, 2203086017]",,,,,yes,,,,,"POLYGON ((49.0917619 53.8150288, 49.0916884 53.8150266, 49.0916808 53.8151172, 49.0917543 53.8151193, 49.0917619 53.8150288))",,,,,,,,
way,210207609,"[2203084643, 2203084642, 2203084648, 2203084649, 2203084643]",,,,,yes,,,,,"POLYGON ((49.0900863 53.8069652, 49.0899282 53.8069652, 49.0899282 53.8070255, 49.0900863 53.8070255, 49.0900863 53.8069652))",,,,,,,,
way,210207610,"[2203086163, 2203086167, 2203086175, 2203086174, 2203086163]",Хрящёвка,65,,Школьная улица,yes,,,,,"POLYGON ((49.0822022 53.8156395, 49.0820867 53.8156414, 49.0820886 53.8156832, 49.0822042 53.8156813, 49.0822022 53.8156395))",,,,,,,,
way,210207611,"[2203086215, 2203086214, 2203086230, 2203086231, 2203086215]",,,,,yes,,,,,"POLYGON ((49.0828454 53.8158391, 49.0827234 53.8158391, 49.0827234 53.8158845, 49.0828454 53.8158845, 49.0828454 53.8158391))",,,,,,,,
way,210207612,"[2203084668, 2203084664, 2203084693, 2203084701, 2203084668]",Хрящёвка,11,,Новая улица,yes,,,,,"POLYGON ((49.0945315 53.807325, 49.094286 53.807321, 49.0942809 53.8074318, 49.0945263 53.8074358, 49.0945315 53.807325))",,,,,,,,
way,210207613,"[2203084593, 2203084592, 2203084603, 2203084604, 2203084593]",,,,,yes,,,,,"POLYGON ((49.0945247 53.8064553, 49.0943432 53.8064553, 49.0943432 53.8065228, 49.0945247 53.8065228, 49.0945247 53.8064553))",,,,,,,,
way,210207614,"[2203085830, 2203085828, 2203085876, 2203085877, 2203085830]",,,,,yes,,,,,"POLYGON ((49.0837034 53.8144419, 49.0835079 53.8144379, 49.0835015 53.8145478, 49.0836969 53.8145517, 49.0837034 53.8144419))",,,,,,,,
way,210207615,"[2203084995, 2203084994, 2203085007, 2203085009, 2203084995]",Хрящёвка,36,,улица Ленина,yes,,,,,"POLYGON ((49.0899936 53.8099146, 49.0897938 53.8099146, 49.0897938 53.8099843, 49.0899936 53.8099843, 49.0899936 53.8099146))",,,,,,,,
way,210207616,"[2203085327, 2203085326, 2203085339, 2203085341, 2203085327]",,,,,yes,,,,,"POLYGON ((49.0931571 53.8114386, 49.0930728 53.8114373, 49.0930684 53.8115395, 49.0931526 53.8115408, 49.0931571 53.8114386))",,,,,,,,
way,210207617,"[2203086382, 2203086378, 2203086422, 2203086424, 2203086382]",,,,,yes,,,,,"POLYGON ((49.0821605 53.8163082, 49.0820161 53.8163063, 49.082013 53.8163876, 49.0821574 53.8163895, 49.0821605 53.8163082))",,,,,,,,
way,210207618,"[2203084600, 2203084596, 2203084609, 2203084610, 2203084600]",,,,,yes,,,,,"POLYGON ((49.0971879 53.806495, 49.0970029 53.806491, 49.0969982 53.8065682, 49.0971831 53.8065722, 49.0971879 53.806495))",,,,,,,,
way,210207619,"[2203085809, 2203085808, 2203085843, 2203085844, 2203085809]",,,,,yes,,,,,"POLYGON ((49.0897362 53.8143129, 49.0896023 53.8143091, 49.0895883 53.8144806, 49.0897222 53.8144844, 49.0897362 53.8143129))",,,,,,,,
way,210207620,"[2203085371, 2203085370, 2203085383, 2203085384, 2203085371]",Хрящёвка,52,,улица Ленина,yes,,,,,"POLYGON ((49.0898774 53.8117118, 49.0897117 53.8117104, 49.0897097 53.8117976, 49.0898754 53.8117989, 49.0898774 53.8117118))",,,,,,,,
way,210207621,"[2203084889, 2203084901, 2203084902, 2203084891, 2203084889]",,,,,yes,,,,,"POLYGON ((49.0904445 53.8090317, 49.0904403 53.8091341, 49.0906287 53.8091368, 49.0906329 53.8090344, 49.0904445 53.8090317))",,,,,,,,
way,210207622,"[2203085848, 2203085842, 2203085901, 2203085902, 2203085848]",,,,,yes,,,,,"POLYGON ((49.0875486 53.8144848, 49.0874444 53.8144802, 49.0874291 53.8146006, 49.0875334 53.8146052, 49.0875486 53.8144848))",,,,,,,,
way,210207623,"[2203086620, 2203086619, 2203086633, 2203086635, 2203086620]",,,,,yes,,,,,"POLYGON ((49.0861632 53.8168294, 49.086017 53.8168294, 49.086017 53.8168907, 49.0861632 53.8168907, 49.0861632 53.8168294))",,,,,,,,
way,210207624,"[2203086581, 2203086583, 2203086605, 2203086603, 2203086581]",Хрящёвка,80,,улица Ленина,yes,,,,,"POLYGON ((49.09079 53.8167326, 49.0906132 53.8167341, 49.0906146 53.816793, 49.0907914 53.8167915, 49.09079 53.8167326))",,,,,,,,
way,210207625,"[2203085821, 2203085820, 2203085880, 2203085883, 2203085821]",Хрящёвка,17,,Советская улица,yes,,,,,"POLYGON ((49.0852916 53.8144305, 49.0851026 53.8144274, 49.0850962 53.8145638, 49.0852852 53.8145669, 49.0852916 53.8144305))",,,,,,,,
way,210207626,"[2203085620, 2203085619, 2203085624, 2203085625, 2203085620]",,,,,yes,,,,,"POLYGON ((49.0822476 53.8131793, 49.082084 53.8131793, 49.082084 53.8132437, 49.0822476 53.8132437, 49.0822476 53.8131793))",,,,,,,,
way,210207627,"[2203084894, 2203084907, 2203084908, 2203084895, 2203084894]",Хрящёвка,3,,улица Мира,yes,,,,,"POLYGON ((49.0913935 53.8090451, 49.0913889 53.809143, 49.0915073 53.8091449, 49.0915118 53.809047, 49.0913935 53.8090451))",,,,,,,,
way,210207628,"[2203085484, 2203085483, 2203085504, 2203085505, 2203085484]",,,,,yes,,,,,"POLYGON ((49.0881643 53.8121626, 49.0880472 53.8121607, 49.0880421 53.8122736, 49.0881592 53.8122754, 49.0881643 53.8121626))",,,,,,,,
way,210207629,"[2203085433, 2203085432, 2203085462, 2203085463, 2203085433]",,,,,yes,,,,,"POLYGON ((49.0806947 53.8120293, 49.0805761 53.8120277, 49.0805729 53.8121111, 49.0806914 53.8121127, 49.0806947 53.8120293))",,,,,,,,
way,210207630,"[2203085826, 2203085825, 2203085865, 2203085866, 2203085826]",,,,,yes,,,,,"POLYGON ((49.0867638 53.8144352, 49.0865879 53.8144337, 49.0865858 53.8145225, 49.0867616 53.814524, 49.0867638 53.8144352))",,,,,,,,
way,210207631,"[2203084630, 2203084629, 2203084635, 2203084637, 2203084630]",Хрящёвка,77,,Лесная улица,yes,,,,,"POLYGON ((49.0994881 53.8068075, 49.099278 53.8068075, 49.099278 53.8069187, 49.0994881 53.8069187, 49.0994881 53.8068075))",,,,,,,,
way,210207632,"[2203086784, 2203086788, 2203086801, 2203086799, 2203086784]",Хрящёвка,82,,Школьная улица,yes,,,,,"POLYGON ((49.0828149 53.8173194, 49.0826577 53.8173232, 49.0826612 53.8173744, 49.0828184 53.8173706, 49.0828149 53.8173194))",,,,,,,,
way,210207633,"[2203086356, 2203086354, 2203086397, 2203086398, 2203086356]",,,,,yes,,,,,"POLYGON ((49.0796325 53.8162486, 49.079426 53.8162472, 49.0794243 53.8163397, 49.0796308 53.8163411, 49.0796325 53.8162486))",,,,,,,,
way,210207634,"[2203084833, 2203084832, 2203084859, 2203084860, 2203084833]",Хрящевка,1,,улица Мира,yes,,,,,"POLYGON ((49.0935715 53.8087259, 49.0933229 53.8087245, 49.0933221 53.8087793, 49.0935707 53.8087807, 49.0935715 53.8087259))",,,,,,,,
way,210207635,"[2203086504, 2203086498, 2203086533, 2203086546, 2203086504]",,,,,yes,,,,,"POLYGON ((49.0923816 53.8165159, 49.0922583 53.8165131, 49.092253 53.8165921, 49.0923763 53.8165949, 49.0923816 53.8165159))",,,,,,,,
way,210207636,"[2203084736, 2203084729, 2203084751, 2203084754, 2203084736]",Хрящёвка,18,,Новая улица,yes,,,,,"POLYGON ((49.0936339 53.8077512, 49.093348 53.8077453, 49.0933445 53.8078052, 49.0936304 53.807811, 49.0936339 53.8077512))",,,,,,,,
way,210207637,"[2203085814, 2203085815, 2203085856, 2203085854, 2203085814]",,,,,yes,,,,,"POLYGON ((49.0810316 53.8143822, 49.080945 53.8143848, 49.0809546 53.8144966, 49.0810412 53.814494, 49.0810316 53.8143822))",,,,,,,,
way,210207638,"[2203085409, 2203085408, 2203085425, 2203085426, 2203085409]",,,,,yes,,,,,"POLYGON ((49.084979 53.8119494, 49.0848763 53.8119494, 49.0848763 53.8120157, 49.084979 53.8120157, 49.084979 53.8119494))",,,,,,,,
way,210207639,"[2203084952, 2203084951, 2203084957, 2203084958, 2203084952]",,,,,yes,,,,,"POLYGON ((49.091979 53.8096062, 49.0918314 53.8096048, 49.0918302 53.8096504, 49.0919778 53.8096517, 49.091979 53.8096062))",,,,,,,,
way,210207640,"[2203085474, 2203085470, 2203085506, 2203085508, 2203085474]",,,,,yes,,,,,"POLYGON ((49.0814358 53.8121392, 49.0812591 53.8121351, 49.0812495 53.812281, 49.0814262 53.8122851, 49.0814358 53.8121392))",,,,,,,,
way,210207641,"[2203085602, 2203085604, 2203085621, 2203085618, 2203085602]",,,,,yes,,,,,"POLYGON ((49.0864401 53.8130961, 49.0862159 53.8130992, 49.086219 53.81318, 49.0864433 53.813177, 49.0864401 53.8130961))",,,,,,,,
way,210207642,"[2203085802, 2203085798, 2203085911, 2203085914, 2203085802]",,,,,yes,,,,,"POLYGON ((49.0916905 53.8142918, 49.0915099 53.8142879, 49.0914869 53.8146545, 49.0916675 53.8146584, 49.0916905 53.8142918))",,,,,,,,
way,210207643,"[2203084844, 2203084842, 2203084866, 2203084868, 2203084844]",,,,,yes,,,,,"POLYGON ((49.0949772 53.8087423, 49.0947286 53.8087396, 49.0947268 53.8087959, 49.0949754 53.8087986, 49.0949772 53.8087423))",,,,,,,,
way,210207644,"[2203085852, 2203085850, 2203085897, 2203085898, 2203085852]",,,,,yes,,,,,"POLYGON ((49.0874161 53.8144923, 49.0873277 53.8144892, 49.0873175 53.81459, 49.0874059 53.8145931, 49.0874161 53.8144923))",,,,,,,,
way,210207645,"[2203086724, 2203086722, 2203086770, 2203086775, 2203086724]",,,,,yes,,,,,"POLYGON ((49.0840601 53.8171464, 49.08386 53.8171419, 49.0838504 53.8172935, 49.0840505 53.8172979, 49.0840601 53.8171464))",,,,,,,,
way,210207646,"[2203085855, 2203085857, 2203085904, 2203085903, 2203085855]",,,,,yes,,,,,"POLYGON ((49.0888294 53.8144779, 49.0883645 53.81448, 49.0883661 53.814597, 49.088831 53.8145948, 49.0888294 53.8144779))",,,,,,,,
way,210207647,"[2203085534, 2203085533, 2203085539, 2203085540, 2203085534]",,,,,yes,,,,,"POLYGON ((49.0795492 53.812431, 49.0793502 53.8124291, 49.0793481 53.8125081, 49.079547 53.81251, 49.0795492 53.812431))",,,,,,,,
way,210207648,"[2203086067, 2203086068, 2203086078, 2203086077, 2203086067]",,,,,yes,,,,,"POLYGON ((49.0795644 53.8151368, 49.0793648 53.8151395, 49.079367 53.8151985, 49.0795667 53.8151958, 49.0795644 53.8151368))",,,,,,,,
way,210207649,"[2203085955, 2203085954, 2203085991, 2203085996, 2203085955]",,,,,yes,,,,,"POLYGON ((49.0836844 53.8148739, 49.0835757 53.8148711, 49.0835693 53.8149582, 49.083678 53.814961, 49.0836844 53.8148739))",,,,,,,,
way,210207650,"[2203085603, 2203085605, 2203085615, 2203085610, 2203085603]",,,,,yes,,,,,"POLYGON ((49.0890485 53.8130984, 49.0888931 53.8131029, 49.0888972 53.8131524, 49.0890527 53.8131479, 49.0890485 53.8130984))",,,,,,,,
way,210207651,"[2203085418, 2203085417, 2203085448, 2203085449, 2203085418]",,,,,yes,,,,,"POLYGON ((49.0852453 53.8120005, 49.0851072 53.8119987, 49.085104 53.812082, 49.0852421 53.8120839, 49.0852453 53.8120005))",,,,,,,,
way,210207652,"[2203086322, 2203086318, 2203086346, 2203086348, 2203086322]",,,,,yes,,,,,"POLYGON ((49.0862103 53.8161666, 49.086043 53.8161634, 49.0860397 53.8162247, 49.086207 53.8162278, 49.0862103 53.8161666))",,,,,,,,
way,210207653,"[2203085380, 2203085379, 2203085386, 2203085390, 2203085380]",,,,,yes,,,,,"POLYGON ((49.0905313 53.8117453, 49.0904363 53.8117419, 49.0904272 53.8118317, 49.0905222 53.8118351, 49.0905313 53.8117453))",,,,,,,,
way,210207654,"[2203084743, 2203084744, 2203084765, 2203084764, 2203084743]",Хрящёвка,8,,Новая улица,yes,,,,,"POLYGON ((49.0959339 53.8077725, 49.0956546 53.8077783, 49.0956586 53.8078446, 49.0959379 53.8078388, 49.0959339 53.8077725))",,,,,,,,
way,210207655,"[2203084845, 2203084846, 2203084869, 2203084867, 2203084845]",Хрящевка,5,,улица Мира,yes,,,,,"POLYGON ((49.0954418 53.8087437, 49.0952095 53.8087451, 49.0952104 53.8087987, 49.0954427 53.8087973, 49.0954418 53.8087437))",,,,,,,,
way,210207656,"[2203086456, 2203086455, 2203086511, 2203086513, 2203086456]",,,,,yes,,,,,"POLYGON ((49.0880114 53.8164431, 49.0878037 53.8164431, 49.0878037 53.8165533, 49.0880114 53.8165533, 49.0880114 53.8164431))",,,,,,,,
way,210207657,"[2203084564, 2203084563, 2203084584, 2203084585, 2203084564]",Хрящёвка,4,,улица Калинина,yes,,,,,"POLYGON ((49.0964722 53.806237, 49.0962167 53.8062327, 49.0962109 53.806352, 49.0964664 53.8063563, 49.0964722 53.806237))",,,,,,,,
way,210207658,"[2203084627, 2203084625, 2203084640, 2203084641, 2203084627]",Хрящёвка,25,,Полевая улица,yes,,,,,"POLYGON ((49.0928334 53.8068042, 49.0926607 53.8068028, 49.0926576 53.8069306, 49.0928304 53.806932, 49.0928334 53.8068042))",,,,,,,,
way,210207659,"[2203086169, 2203086170, 2203086183, 2203086182, 2203086169]",,,,,yes,,,,,"POLYGON ((49.0828903 53.8156581, 49.0827315 53.8156591, 49.0827323 53.8157054, 49.0828911 53.8157045, 49.0828903 53.8156581))",,,,,,,,
way,210207660,"[2203084823, 2203084821, 2203084847, 2203084848, 2203084823]",,,,,yes,,,,,"POLYGON ((49.0919212 53.8086642, 49.0918094 53.8086634, 49.0918077 53.8087467, 49.0919195 53.8087475, 49.0919212 53.8086642))",,,,,,,,
way,210207661,"[2203084990, 2203084989, 2203085025, 2203085026, 2203084990]",,39,,Полевая улица,yes,,,,,"POLYGON ((49.0926547 53.8098735, 49.0924751 53.8098714, 49.0924655 53.8101557, 49.0926451 53.8101579, 49.0926547 53.8098735))",,,,,,,,
way,210207662,"[2203086747, 2203086745, 2203086774, 2203086781, 2203086747]",Хрящёвка,79,,Школьная улица,yes,,,,,"POLYGON ((49.0821216 53.8172225, 49.0818494 53.8172171, 49.0818449 53.8172969, 49.0821171 53.8173022, 49.0821216 53.8172225))",,,,,,,,
way,210207663,"[2203085601, 2203085600, 2203085616, 2203085617, 2203085601]",,,,,yes,,,,,"POLYGON ((49.0898128 53.8130893, 49.0896618 53.8130893, 49.0896618 53.813162, 49.0898128 53.813162, 49.0898128 53.8130893))",,,,,,,,
way,210207664,"[2203084903, 2203084900, 2203084919, 2203084921, 2203084903]",,14,,улица Мира,yes,,,,,"POLYGON ((49.0950479 53.809137, 49.0944361 53.8091203, 49.0944267 53.8092403, 49.0950385 53.809257, 49.0950479 53.809137))",,,,,,,,
way,210207665,"[2203085622, 2203085623, 2203085631, 2203085629, 2203085622]",Хрящёвка,58,,Школьная улица,yes,,,,,"POLYGON ((49.0829287 53.8132338, 49.0827811 53.8132357, 49.0827828 53.8132812, 49.0829303 53.8132794, 49.0829287 53.8132338))",,,,,,,,
way,210207666,"[2203084820, 2203084818, 2203084836, 2203084837, 2203084820]",,,,,yes,,,,,"POLYGON ((49.0910248 53.8086398, 49.090913 53.8086384, 49.0909096 53.8087308, 49.0910214 53.8087323, 49.0910248 53.8086398))",,,,,,,,
way,210207667,"[2203085044, 2203085043, 2203085091, 2203085092, 2203085044]",Хрящёвка,40,,улица Ленина,yes,,,,,"POLYGON ((49.0899459 53.8103395, 49.0897711 53.8103395, 49.0897711 53.8104334, 49.0899459 53.8104334, 49.0899459 53.8103395))",,,,,,,,
way,210207668,"[2203084608, 2203084606, 2203084615, 2203084616, 2203084608]",,76,,Лесная улица,yes,,,,,"POLYGON ((49.0993788 53.8065364, 49.0992412 53.8065358, 49.0992395 53.8066599, 49.0993772 53.8066605, 49.0993788 53.8065364))",,,,,,,,
way,210207669,"[2203085538, 2203085541, 2203085553, 2203085552, 2203085538]",Хрящёвка,52,,Школьная улица,yes,,,,,"POLYGON ((49.0829864 53.8125064, 49.0828003 53.8125139, 49.0828129 53.8126213, 49.082999 53.8126137, 49.0829864 53.8125064))",,,,,,,,
way,210207670,"[2203084786, 2203084785, 2203084797, 2203084803, 2203084786]",,,,,yes,,,,,"POLYGON ((49.0927678 53.8081491, 49.092612 53.8081491, 49.092612 53.8082526, 49.0927678 53.8082526, 49.0927678 53.8081491))",,,,,,,,
