element_type,osmid,geometry,ref,amenity,building,denomination,name,place_of_worship:type,ref:temples.ru,religion,start_date,building:levels,shop,tickets:suburban_train,addr:housenumber,addr:street,access,operator,wheelchair,historic,name:ru,addr:city,description,brand,brand:wikidata,brand:wikipedia,contact:phone,contact:website,opening_hours,operator:wikidata,operator:wikipedia,official_name,tourism,cuisine,takeaway,parking,capacity,fee,vending,man_made,nodes,addr:country,addr:postcode,roof:material,roof:shape,building:colour,roof:colour,height,brand:en,contact:email,contact:facebook,contact:instagram,contact:ok,contact:vk,delivery,internet_access,name:en,toilets,wheelchair:description:ru,building:flats,stars,abandoned,source,building:material,design:ref,phone,health_facility:type,healthcare,alt_name,emergency,addr:province,location,power,substation,office,building:part,telecom,website,health_specialty:microbiology,medical_system:western,health_specialty:gynaecology,provided_for:female,layer,government,start,note,pipeline,substance,smoking,addr:place,addr:housenumber1,addr:street1,roof:levels,health_specialty:emergency_medicine,service_times,fixme,building:use,leisure,sport,addr:district,dispensing,landuse,trade,health_specialty:addiction_medicine,check_date,ruins,outdoor_seating,brand:ru,diet:vegetarian,tower:type,service,building:levels:underground,energy_class,building:min_level,roof:direction,generator:method,generator:output:hot_water,generator:source,generator:type,name:uk,street_cabinet,contact:twitter,opening_date,disused,source:addr,construction,ways,type,public_transport,building:parts,education,education_form:fulltime,education_level:primary,education_level:secondary,education_profile:general,education_system:ru_standard
way,326265786,"POLYGON ((37.9204505 55.6630728, 37.9206623 55.6629782, 37.9210993 55.6632894, 37.9208875 55.663384, 37.9204505 55.6630728))",,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[3328872443, 3328872444, 3328872445, 3328872446, 3328872443]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,326407688,"POLYGON ((37.9094088 55.6701621, 37.9093415 55.6702701, 37.9091325 55.6702287, 37.9091998 55.6701207, 37.9094088 55.6701621))",,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[3330461297, 3330461298, 3330461299, 3330461300, 3330461297]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,333421906,"POLYGON ((37.9130463 55.6948553, 37.9134354 55.694849, 37.9134252 55.6946485, 37.9130361 55.6946548, 37.9130463 55.6948553))",,,apartments,,,,,,2014,25,,,1,Назаровская улица,,,,,,,,,,,,,,,,,,,,,,,,,"[3405352510, 3405352511, 3405352512, 3405352513, 3405352510]",,140010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,333421907,"POLYGON ((37.9141969 55.6949303, 37.9145622 55.6949244, 37.9145523 55.6947285, 37.914187 55.6947344, 37.9141969 55.6949303))",,,apartments,,,,,,2014,25,,,22,улица Черёмухина,,,,,,,,,,,,,,,,,,,,,,,,,"[3405352514, 3405352515, 3405352516, 3405352517, 3405352514]",,140010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,333529469,"POLYGON ((37.910471 55.6588091, 37.9105053 55.6587102, 37.9108702 55.6587505, 37.9108358 55.6588495, 37.910471 55.6588091))",,,yes,,,,,,,,,,7 с1,,,,,,,,,,,,,,,,,,,,,,,,,,"[3406591440, 3406591442, 3406591439, 3406591443, 3406591440]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,улица Космонавтов,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,333529472,"POLYGON ((37.910401 55.6591501, 37.9108627 55.6591945, 37.9107916 55.6594298, 37.9103165 55.6593841, 37.9102814 55.6595002, 37.9115039 55.6596178, 37.9115379 55.6595052, 37.9110101 55.6594545, 37.911084 55.65921, 37.9116096 55.6592606, 37.9116416 55.6591548, 37.9104347 55.6590386, 37.910401 55.6591501))",,,school,,,,,,,,,,7,улица Космонавтов,,,,,,Люберцы,,,,,,,,,,,,,,,,,,,"[311340776, 3406591441, 311340778, 311340767, 311340768, 311340769, 311340770, 311340771, 3406591444, 311340773, 311340774, 311340775, 311340776]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,344050171,"POLYGON ((37.8712511 55.6822511, 37.8712092 55.682177, 37.871623 55.6820982, 37.8716649 55.6821691, 37.8712511 55.6822511))",,,retail,,,,,,,1,,,54Б,3-е Почтовое отделение,,,,,,,,,,,,,,,,,,,,,,,,,"[3508101632, 3508101633, 3508101634, 3508101635, 3508101632]",,140008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,345259564,"POLYGON ((37.957394 55.7090101, 37.9568591 55.7084161, 37.9570695 55.708356, 37.9574876 55.7088203, 37.9587237 55.708467, 37.9588405 55.7085966, 37.957394 55.7090101))",,,apartments,,,,,,,17,,,10/2,улица Барыкина,,,,,,Люберцы,,,,,,,,,,,,,,,,,,,"[3519406837, 3519406838, 3519406839, 3519406840, 3519406841, 3519406842, 3519406837]",,140010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,345259567,"POLYGON ((37.9566659 55.7082039, 37.9564965 55.7079958, 37.956796 55.7079183, 37.9569654 55.7081263, 37.9566659 55.7082039))",,,apartments,,,,,,,17,,,8,улица Барыкина,,,,,,Люберцы,,,,,,,,,,,,,,,,,,,"[3519406843, 3519406844, 3519406845, 3519406846, 3519406843]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,345259568,"POLYGON ((37.9563087 55.7077956, 37.9561342 55.7075885, 37.9564271 55.7075102, 37.9566016 55.7077173, 37.9563087 55.7077956))",,,apartments,,,,,,,17,,,4,улица Барыкина,,,,,,Люберцы,,,,,,,,,,,,,,,,,,,"[3519406847, 3519406848, 3519406849, 3519406850, 3519406847]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,345259569,"POLYGON ((37.9558611 55.7073125, 37.9554947 55.7068892, 37.9568509 55.7065166, 37.9570025 55.7066917, 37.9559449 55.7069823, 37.9561597 55.7072305, 37.9558611 55.7073125))",,,apartments,,,,,,,17,,,2,улица Барыкина,,,,,,Люберцы,,,,,,,,,,,,,,,,,,,"[3519406851, 3519406852, 3519406853, 3519406854, 3519406855, 3519406856, 3519406851]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,345259571,"POLYGON ((37.9591748 55.7084915, 37.9590698 55.7083596, 37.9597481 55.7081883, 37.9591 55.707374, 37.9593118 55.7073205, 37.9600648 55.7082667, 37.9591748 55.7084915))",,,apartments,,,,,,,17,,,4 к1,Вертолётная улица,,,,,,Люберцы,,,,,,,,,,,,,,,,,,,"[3519406857, 3519406858, 3519406859, 3519406860, 3519406861, 3519406862, 3519406857]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,345259572,"POLYGON ((37.9586476 55.7070256, 37.9579919 55.7061961, 37.958336 55.7061097, 37.9589917 55.7069393, 37.9586476 55.7070256))",,,apartments,,,,,,,17,,,4 к2,Вертолётная улица,,,,,,Люберцы,,,,,,,,,,,,,,,,,,,"[3519406863, 3519406864, 3519406865, 3519406866, 3519406863]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,345259573,"POLYGON ((37.9604246 55.7081686, 37.960321 55.7080417, 37.9612338 55.7078052, 37.9613373 55.707932, 37.9604246 55.7081686))",,,apartments,,,,,,,17,,,6,Вертолётная улица,,,,,,Люберцы,,,,,,,,,,,,,,,,,,,"[3519406867, 3519406868, 3519406869, 3519406870, 3519406867]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,345259574,"POLYGON ((37.9616063 55.7078695, 37.9614958 55.7077325, 37.9621413 55.7075672, 37.9614549 55.7067165, 37.9616923 55.7066557, 37.9624892 55.7076434, 37.9616063 55.7078695))",,,apartments,,,,,,,17,,,10,Вертолётная улица,,,,,,Люберцы,,,,,,,,,,,,,,,,,,,"[3519406871, 3519406872, 3519406873, 3519406874, 3519406875, 3519406876, 3519406871]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,351354303,"POLYGON ((37.8877891 55.6739179, 37.887649 55.6738305, 37.887951 55.6736764, 37.8880912 55.6737638, 37.8877891 55.6739179))",,,industrial,,ОАО «Радар-2633»,,,,,,,,30,Смирновская улица,,,,,,Люберцы,,,,,,,,,,,,,,,,,,,"[3571187597, 3571187596, 3571187595, 3571187593, 3571187597]",,140000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://radar-2633.narod.ru/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,359855147,"POLYGON ((37.864299 55.6844542, 37.8644232 55.6844308, 37.8643792 55.6843565, 37.8642551 55.6843798, 37.864299 55.6844542))",,,yes,,,,,,,1,,,80 с1,3-е Почтовое отделение,,,,,,,,,,,,,,,,,,,,,,,,,"[3644872311, 3644872312, 3644872313, 3644872314, 3644872311]",,140008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,indoor,,minor_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,365358400,"POLYGON ((37.871905 55.6889545, 37.8719795 55.6889058, 37.8720752 55.6888433, 37.8722188 55.6889111, 37.8720428 55.6890226, 37.871905 55.6889545))",,,yes,,,,,,,2,,,,Октябрьский проспект,,,,,,Люберцы,,,,,,,,,,,,,,,,,,,"[3693716743, 3736915896, 3693716744, 3693716745, 3693716746, 3693716743]",,140002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,365360316,"POLYGON ((37.8725312 55.6886887, 37.872528 55.6886314, 37.872593 55.6886062, 37.8725941 55.6886589, 37.8725953 55.6887155, 37.8725312 55.6886887))",,,yes,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,tower,"[3693742941, 3693742942, 3693742943, 3693743538, 3696669168, 3693742941]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bell_tower,,,,,,,,,,,,,,,,,,,,,,,,,,
way,365381217,"POLYGON ((37.8590464 55.7004407, 37.8597679 55.7000949, 37.8596683 55.700029, 37.8589468 55.7003747, 37.8590464 55.7004407))",,,commercial,,,,,,,2,,,21А,Лермонтовский проспект,,,,,,Москва,,,,,,,,,,,,,,,,,,,"[3693958435, 3693958436, 3693958437, 3693958438, 3693958435]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,365904035,"POLYGON ((37.8759035 55.685733, 37.8754432 55.6853832, 37.8762071 55.6850637, 37.8765574 55.6853299, 37.8764037 55.6853941, 37.8765138 55.6854778, 37.8759035 55.685733))",,,industrial,,,,,,,,,,112 к1,Октябрьский проспект,,,,,,Люберцы,,,,,,,,,,,,,,,,,,,"[3699034418, 3699034419, 3699034420, 4518987277, 4518987249, 3699034421, 3699034418]",,140002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,365905388,"POLYGON ((37.8773171 55.6857912, 37.8779113 55.6855418, 37.8787184 55.6852029, 37.878243 55.684843, 37.8776485 55.6843931, 37.8766753 55.6848017, 37.8767286 55.6848402, 37.8762861 55.6850185, 37.8773171 55.6857912))",,,retail,,Торговый центр «Выходной»,,,,,6,mall,,вл112,Октябрьский проспект,,,,,,Люберцы,,,,,,,,,,,,,,,,,,,"[3699028443, 3933713886, 3699028444, 3933713887, 3699028445, 9619629321, 9619629322, 3699028446, 3699028443]",,140002,,,grey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://vykhodnoy.ru/,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,366112868,"POLYGON ((37.8862791 55.6888404, 37.8860413 55.6886965, 37.8861778 55.6886248, 37.8864155 55.6887688, 37.8862791 55.6888404))",,fuel,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[3701005285, 3701005286, 3701005287, 3701005288, 3701005285]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,366112869,"POLYGON ((37.8859685 55.688992, 37.8858778 55.6889402, 37.8860458 55.6888467, 37.8861365 55.6888985, 37.8859685 55.688992))",,,yes,,,,,,,,car_repair,,,Красногорская улица,,,,,,Люберцы,Шиномонтаж,,,,,,,,,,,,,,,,,,"[3701005289, 3701005290, 3701005291, 3701005292, 3701005289]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tyres,,,,,,,,,,,,,,,,,,,,,,,,,
way,366112870,"POLYGON ((37.8859516 55.6888576, 37.8858133 55.6887727, 37.8859481 55.688703, 37.8860863 55.688788, 37.8859516 55.6888576))",,car_wash,yes,,,,,,,1,,,,Красногорская улица,,,,,,Люберцы,,,,,,,,,,,,,,,,,,,"[3701005293, 3701005294, 3701005295, 3701005296, 3701005293]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,366702266,"POLYGON ((37.877874 55.6914945, 37.877801 55.6914544, 37.8740053 55.6934799, 37.8740681 55.6935123, 37.877874 55.6914945))",,,garages,,"ГСК ""Москвич""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[3696516505, 3706926419, 3706926420, 3706926421, 3696516505]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,366704974,"POLYGON ((37.8662021 55.6923689, 37.8661465 55.6923423, 37.8662787 55.6922544, 37.8663344 55.6922809, 37.8662021 55.6923689))",,,yes,,Цветы,,,,,,florist,,,Октябрьский проспект,,,,,,Люберцы,,,,,,,,,,,,,,,,,,,"[3706944193, 3706944194, 3706944195, 3706944196, 3706944193]",,140002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,366910380,"POLYGON ((37.8718835 55.6885724, 37.8719189 55.6885493, 37.8718807 55.6885307, 37.8718453 55.6885538, 37.8718835 55.6885724))",,,yes,,Первая полоса,,,,,,kiosk,,,Октябрьский проспект,,,,,,Люберцы,,,,,,,,,,,,,,,,,,,"[3708861153, 3708861154, 3708861155, 3708861156, 3708861153]",,140002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,366911446,"POLYGON ((37.8700579 55.6893811, 37.870256 55.6892436, 37.870354 55.6892884, 37.8701559 55.6894259, 37.8700579 55.6893811))",,,yes,,,,,,,1,,,,Октябрьский проспект,,,,,,Люберцы,,,,,,,,,,,,,,,,,,,"[3708864304, 3708864305, 3708864306, 3708864307, 3708864304]",,140002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,366951728,"POLYGON ((37.878522 55.687286, 37.8785928 55.6872605, 37.8785422 55.6872159, 37.8784714 55.6872414, 37.878522 55.687286))",,,yes,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[3709281721, 3709281722, 3709281723, 3709281724, 3709281721]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,367166551,"POLYGON ((37.873871 55.6891339, 37.8738135 55.6891649, 37.8737633 55.689192, 37.8739077 55.6892771, 37.874052 55.6893621, 37.8741597 55.689304, 37.873871 55.6891339))",,place_of_worship,church,russian_orthodox,"Церковь Иннокентия, митрополита Московского",,1778,christian,1994..1998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[3711171572, 6126422267, 3711171573, 5961448048, 3711171576, 3711171574, 3711171572]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,367315336,"POLYGON ((37.8739673 55.6911169, 37.8739279 55.6910953, 37.8739967 55.6910555, 37.8740361 55.6910772, 37.8739673 55.6911169))",,,yes,,Ава-хлеб,,,,,,bakery,,,,,,,,,Люберцы,,,,,,,,,,,,,,,,,,,"[3712543434, 3712543435, 3712543436, 3712543437, 3712543434]",,140002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,посёлок Калинина,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,367315338,"POLYGON ((37.8739556 55.6911286, 37.8739163 55.6911069, 37.8738341 55.6911542, 37.8738735 55.6911759, 37.8739556 55.6911286))",,,yes,,,,,,,,greengrocer,,,,,,,,,Люберцы,,,,,,,,,,,,,,,,,,,"[3712543438, 3712543439, 3712543440, 3712543441, 3712543438]",,140002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,посёлок Калинина,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,368500700,"POLYGON ((37.8930788 55.66377, 37.8928899 55.6637108, 37.8930398 55.6635587, 37.8932286 55.6636178, 37.8930788 55.66377))",,,commercial,,СТС-сервис. Iveco,,,,,3,car_repair,,23В,Котельнический проезд,,,,,,Люберцы,,IVECO,,,,,,,,,,,,,,,,,"[3723596411, 3723596412, 3723596413, 3723596414, 3723596411]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,368501796,"POLYGON ((37.8921727 55.6635829, 37.8917974 55.6634686, 37.8921659 55.6630836, 37.8925412 55.6631979, 37.8921727 55.6635829))",,,industrial,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[3723601462, 3723601463, 3723601464, 3723601465, 3723601462]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,369262372,"POLYGON ((37.8644612 55.6984262, 37.8644228 55.6984023, 37.8644997 55.6983631, 37.8645521 55.6983621, 37.8645678 55.6983719, 37.8644612 55.6984262))",,,yes,,,,,,,,ticket,yes,,,,ЦППК,,,,Люберцы,Касса,,,,,,,,,,,,,,,,,,"[3730676250, 3730676251, 3730676252, 3730676253, 3730676254, 3730676250]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.central-ppk.ru/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,369262830,"POLYGON ((37.8773509 55.689534, 37.8773737 55.6894503, 37.8773228 55.6894459, 37.8773 55.6895296, 37.8773509 55.689534))",,,yes,,,,,,,,farm,,,,,,,,,Люберцы,,,,,,,24/7,,,,,,,,,,,,"[3730680984, 3730680985, 3730680986, 3730680987, 3730680984]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,369626461,"POLYGON ((37.8935298 55.6856146, 37.8937637 55.6857786, 37.893684 55.6858147, 37.8935735 55.6857372, 37.8934502 55.6856507, 37.8935298 55.6856146))",,,yes,,,,,,,,,,3Б,Инициативная улица,,,,,,,,,,,,,,,,,,,,,,,,,"[3734064664, 3734064675, 3734064678, 3734064672, 3734064666, 3734064664]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,369626462,"POLYGON ((37.8966046 55.6836629, 37.896742 55.6835976, 37.89686 55.6836764, 37.8967225 55.6837417, 37.8967006 55.683727, 37.8966046 55.6836629))",,,yes,,,,,,,3,,,8,Инициативная улица,,,,,,Люберцы,,,,,,,,,,,,,,,,,,,"[3734064629, 3734064628, 3734064630, 3734064631, 3791761905, 3734064629]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,369626488,"POLYGON ((37.8941591 55.6866677, 37.8942719 55.6867392, 37.8944078 55.686671, 37.8945511 55.686763, 37.8944732 55.6868007, 37.8943943 55.6867533, 37.8943267 55.6867872, 37.8943414 55.6867965, 37.8941703 55.6868823, 37.8939761 55.6867596, 37.8941591 55.6866677))",,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[3734064760, 3734064764, 3734064761, 3734064769, 3734064773, 3734064766, 3734064770, 3734064772, 3734064777, 3734064768, 3734064760]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,369626489,"POLYGON ((37.8953328 55.6848011, 37.8954189 55.6847599, 37.8956203 55.6848938, 37.8955341 55.6849349, 37.8953328 55.6848011))",,,yes,,,,,,,1,,,7Г с2,Инициативная улица,,,,,,Люберцы,,,,,,,,,,,,,,,,,,,"[3734064636, 3734064635, 3734064637, 3734064639, 3734064636]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,369626490,"POLYGON ((37.8948801 55.6849655, 37.8947652 55.6850247, 37.8947332 55.6850048, 37.8946476 55.6850482, 37.8946797 55.6850678, 37.8946445 55.685086, 37.8949024 55.685248, 37.8949388 55.6852307, 37.894971 55.6852505, 37.8950536 55.685208, 37.8950859 55.6852278, 37.8951985 55.6851705, 37.8948801 55.6849655))",,,yes,,,,,,,,,,7Г с1,Инициативная улица,,,,,,Люберцы,,,,,,,,,,,,,,,,,,,"[3734064640, 4677957641, 4677957638, 4677957639, 4677957640, 3734064644, 3734064648, 4677957634, 4677957636, 4677957635, 4677957637, 3734064641, 3734064640]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,369626491,"POLYGON ((37.9110144 55.6834362, 37.9109251 55.6834783, 37.9108861 55.6834521, 37.9107925 55.6834962, 37.9106766 55.6834181, 37.9112822 55.6831325, 37.9114229 55.6832274, 37.9115949 55.6831463, 37.9118834 55.6833407, 37.9117378 55.6834094, 37.9116576 55.6833554, 37.911623 55.683332, 37.9115581 55.6833627, 37.9114802 55.6833102, 37.9114897 55.6833058, 37.9113864 55.6832361, 37.9113434 55.6832564, 37.9113046 55.6832747, 37.9113192 55.6832846, 37.9112266 55.6833283, 37.9111885 55.6833026, 37.9110072 55.6833881, 37.9109694 55.6834059, 37.9110144 55.6834362))",,,apartments,,,,,,2016,25,,,17 к1,Преображенская улица,,,,,,Люберцы,,,,,,,,,,,,,,,,,,,"[3734064625, 4058689505, 4659009450, 4659009451, 4659009452, 4659009435, 4659009436, 4659009437, 4659009438, 4659009439, 4660402345, 4659009440, 4659009441, 4659009442, 4659009443, 4659009444, 4660402346, 4659009445, 4659009446, 4659009447, 4659009448, 4660402347, 4659009449, 3734064625]",RU,140015,,,,,,,,,,,,,,,,,,,,,,,,,,,,Московская область,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Красная горка,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,369626492,"POLYGON ((37.9109248 55.6826666, 37.9109603 55.6824644, 37.9110972 55.682472, 37.9110762 55.6825918, 37.9113348 55.6826063, 37.9113203 55.6826887, 37.9109248 55.6826666))",,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[3734063811, 3734063805, 3734063806, 3734063807, 3734063808, 3734063812, 3734063811]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,369626493,"POLYGON ((37.8937647 55.6856135, 37.8940598 55.6854378, 37.8948694 55.6858699, 37.895036 55.6857707, 37.8940907 55.6852662, 37.8936289 55.6855411, 37.8937647 55.6856135))",,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[3734064662, 3734064657, 3734064681, 3734064674, 3734064652, 3734064660, 3734064662]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,369626494,"POLYGON ((37.8933083 55.6863291, 37.8938015 55.6860905, 37.8939324 55.6861765, 37.8935658 55.6863539, 37.893774 55.6864907, 37.8936477 55.6865518, 37.8933083 55.6863291))",,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[3734064729, 3734064708, 3734064714, 3734064731, 3734064749, 3734064752, 3734064729]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
