element_type,osmid,geometry,amenity,building,name,shop,nodes,addr:housenumber,addr:street,addr:postcode,building:levels,description,addr:city,building:flats,start_date,phone,leisure,source:addr,operator,brand,brand:en,brand:wikidata,brand:wikipedia,contact:phone,contact:website,name:en,name:ru,opening_hours,ref,bus,public_transport,railway,architect
way,616219143,"POLYGON ((37.4065161 54.727756, 37.4066719 54.7277777, 37.4067081 54.727691, 37.4065523 54.7276693, 37.4065161 54.727756))",,yes,,,"[5826333246, 5826333243, 5826333244, 5826333245, 5826333246]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,616219144,"POLYGON ((37.406154 54.7277367, 37.4062599 54.7277384, 37.4062653 54.7276308, 37.4061593 54.727629, 37.406154 54.7277367))",,yes,,,"[5826333250, 5826333247, 5826333248, 5826333249, 5826333250]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,616219145,"POLYGON ((37.4060802 54.7284468, 37.4062333 54.7284493, 37.4062373 54.7283656, 37.4060842 54.7283632, 37.4060802 54.7284468))",,yes,,,"[5826333254, 5826333251, 5826333252, 5826333253, 5826333254]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,616219146,"POLYGON ((37.4065617 54.7285978, 37.4065872 54.7285033, 37.4064574 54.7284917, 37.4064319 54.7285861, 37.4065617 54.7285978))",,yes,,,"[5826333258, 5826333257, 5826333256, 5826333255, 5826333258]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,616219147,"POLYGON ((37.406162 54.7287388, 37.4061634 54.7286373, 37.4060574 54.7286368, 37.4060561 54.7287383, 37.406162 54.7287388))",,yes,,,"[5826333262, 5826333261, 5826333260, 5826333259, 5826333262]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,633714135,"POLYGON ((37.3795391 54.7403108, 37.3795871 54.740248, 37.3794623 54.7402162, 37.3794144 54.740279, 37.3795391 54.7403108))",,yes,,,"[5981795757, 5981795754, 5981795755, 5981795756, 5981795757]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,633714137,"POLYGON ((37.3788698 54.7399109, 37.379002 54.7399349, 37.3790382 54.7398685, 37.378906 54.7398445, 37.3788698 54.7399109))",,yes,,,"[5981795761, 5981795760, 5981795759, 5981795758, 5981795761]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,633714138,"POLYGON ((37.3796417 54.7394081, 37.3797812 54.7393283, 37.3796958 54.7392786, 37.3795563 54.7393583, 37.3796417 54.7394081))",,yes,,,"[5981795767, 5981795766, 5981795765, 5981795764, 5981795767]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,633714140,"POLYGON ((37.3801593 54.7391084, 37.3800172 54.739021, 37.3799183 54.7390745, 37.3800605 54.739162, 37.3801593 54.7391084))",,yes,,,"[5981795771, 5981795770, 5981795769, 5981795768, 5981795771]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,633714142,"POLYGON ((37.3805469 54.7382854, 37.3804609 54.7383437, 37.3805977 54.738411, 37.3806837 54.7383528, 37.3805469 54.7382854))",,yes,,,"[5981795775, 5981795772, 5981795773, 5981795774, 5981795775]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,633714144,"POLYGON ((37.3838312 54.7383585, 37.3839675 54.7383741, 37.3839769 54.7383466, 37.3840343 54.7383532, 37.3840361 54.7383478, 37.3840978 54.7383548, 37.3841249 54.7382755, 37.3840633 54.7382685, 37.3840721 54.7382428, 37.3840009 54.7382347, 37.3840087 54.7382119, 37.3838863 54.738198, 37.3838679 54.7382517, 37.3838215 54.7382464, 37.3838031 54.7383001, 37.3838494 54.7383054, 37.3838312 54.7383585))",,yes,,,"[5981798391, 5981798387, 5981798386, 5981798388, 5981795778, 5981795777, 5981795776, 5981795779, 5981798389, 5981795780, 5981795781, 5981798390, 5981795784, 5981795783, 5981795782, 5981798385, 5981798391]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,633714146,"POLYGON ((37.3818693 54.7383497, 37.3820356 54.7382715, 37.3819154 54.7381864, 37.3817491 54.7382646, 37.3818693 54.7383497))",,yes,,,"[5981798395, 5981798394, 5981798393, 5981798392, 5981798395]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,633714148,"POLYGON ((37.3823051 54.7390132, 37.3823494 54.7388831, 37.3821725 54.7388631, 37.3821283 54.7389932, 37.3823051 54.7390132))",,yes,,,"[5981798399, 5981798398, 5981798397, 5981798396, 5981798399]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,633714150,"POLYGON ((37.3830427 54.7391038, 37.3832479 54.739127, 37.3832839 54.7390212, 37.3830787 54.7389979, 37.3830427 54.7391038))",,yes,,,"[5981798403, 5981798402, 5981798401, 5981798400, 5981798403]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,633714152,"POLYGON ((37.3857772 54.7399175, 37.3858912 54.7398052, 37.3857475 54.7397566, 37.3856335 54.7398688, 37.3857772 54.7399175))",,yes,,,"[5981798407, 5981798406, 5981798405, 5981798404, 5981798407]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,633714154,"POLYGON ((37.3842886 54.7398207, 37.3844415 54.7398989, 37.3845512 54.7398275, 37.3843983 54.7397493, 37.3842886 54.7398207))",,yes,,,"[5981798411, 5981798410, 5981798409, 5981798408, 5981798411]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,633714156,"POLYGON ((37.3849525 54.7399585, 37.3851053 54.7398525, 37.3849386 54.7397724, 37.3847857 54.7398784, 37.3849525 54.7399585))",,yes,,,"[5981798415, 5981798414, 5981798413, 5981798412, 5981798415]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,633714157,"POLYGON ((37.383437 54.7399957, 37.383414 54.7400838, 37.3835561 54.7400961, 37.3835792 54.7400081, 37.383437 54.7399957))",,yes,,,"[5981798419, 5981798416, 5981798417, 5981798418, 5981798419]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,633714158,"POLYGON ((37.3828214 54.7399407, 37.3829968 54.7399635, 37.3830424 54.7398466, 37.382867 54.7398238, 37.3828214 54.7399407))",,yes,,,"[5981798423, 5981798420, 5981798421, 5981798422, 5981798423]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,633714159,"POLYGON ((37.3819377 54.7398138, 37.3820918 54.7398227, 37.3821106 54.7397143, 37.3819564 54.7397054, 37.3819377 54.7398138))",,yes,,,"[5981798427, 5981798424, 5981798425, 5981798426, 5981798427]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,633714160,"POLYGON ((37.3818558 54.7402535, 37.3820785 54.740231, 37.3820464 54.740125, 37.3818238 54.7401474, 37.3818558 54.7402535))",,yes,,,"[5981798431, 5981798430, 5981798429, 5981798428, 5981798431]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,633714161,"POLYGON ((37.382348 54.7405655, 37.38234 54.7404641, 37.3822069 54.7404676, 37.382215 54.740569, 37.382348 54.7405655))",,yes,,,"[5981798435, 5981798434, 5981798433, 5981798432, 5981798435]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,633714163,"POLYGON ((37.3831151 54.7406112, 37.3831674 54.740454, 37.38298 54.7404332, 37.3829277 54.7405904, 37.3831151 54.7406112))",,yes,,,"[5981798439, 5981798438, 5981798437, 5981798436, 5981798439]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,633714165,"POLYGON ((37.3831969 54.740766, 37.3833791 54.7407898, 37.3834206 54.7406837, 37.3832385 54.74066, 37.3831969 54.740766))",,yes,,,"[5981798443, 5981798440, 5981798441, 5981798442, 5981798443]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,633714167,"POLYGON ((37.3841102 54.7406522, 37.3842591 54.7406762, 37.3842852 54.7406222, 37.3841364 54.7405982, 37.3841102 54.7406522))",,yes,,,"[5981798447, 5981798446, 5981798445, 5981798444, 5981798447]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,633714169,"POLYGON ((37.3838447 54.7404292, 37.3839869 54.7404447, 37.3840064 54.740385, 37.3838642 54.7403695, 37.3838447 54.7404292))",,yes,,,"[5981798451, 5981798450, 5981798449, 5981798448, 5981798451]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,633714171,"POLYGON ((37.383429 54.7415425, 37.3835886 54.7415735, 37.3836191 54.7415211, 37.3834595 54.7414901, 37.383429 54.7415425))",,yes,,,"[5981798455, 5981798454, 5981798453, 5981798452, 5981798455]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,633714173,"POLYGON ((37.3822461 54.741061, 37.3824231 54.7410919, 37.3824609 54.7410199, 37.3822839 54.740989, 37.3822461 54.741061))",,yes,,,"[5981798459, 5981798458, 5981798457, 5981798456, 5981798459]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,633714175,"POLYGON ((37.3814133 54.7408868, 37.3815715 54.7409092, 37.3815995 54.7408435, 37.3814413 54.7408211, 37.3814133 54.7408868))",,yes,,,"[5981798463, 5981798462, 5981798461, 5981798460, 5981798463]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,633714177,"POLYGON ((37.3801553 54.7408938, 37.380331 54.7409286, 37.3803966 54.7408183, 37.380221 54.7407835, 37.3801553 54.7408938))",,yes,,,"[5981798467, 5981798466, 5981798465, 5981798464, 5981798467]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,633714179,"POLYGON ((37.3792085 54.7407358, 37.3793654 54.740773, 37.3794012 54.7407226, 37.3792443 54.7406854, 37.3792085 54.7407358))",,yes,,,"[5981798471, 5981798470, 5981798469, 5981798468, 5981798471]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,633714181,"POLYGON ((37.3787566 54.7404618, 37.3787057 54.7405463, 37.3788639 54.7405781, 37.3789148 54.7404935, 37.3787566 54.7404618))",,yes,,,"[5981798475, 5981798472, 5981798473, 5981798474, 5981798475]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,633714183,"POLYGON ((37.3824057 54.7377342, 37.3822919 54.7378017, 37.3823405 54.7378291, 37.3823046 54.7378504, 37.3823319 54.7378657, 37.3823079 54.73788, 37.3823593 54.7379089, 37.3823924 54.7378892, 37.3824125 54.7379005, 37.3825532 54.737817, 37.3824057 54.7377342))",,yes,,,"[5981798585, 5981798482, 5981798481, 5981798480, 5981798479, 5981798478, 5981798477, 5981798476, 5981798483, 5981798484, 5981798585]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,633714185,"POLYGON ((37.3828375 54.7370025, 37.382914 54.7368422, 37.3826851 54.7368058, 37.3826584 54.7368617, 37.382738 54.7368744, 37.3827108 54.7369314, 37.3826905 54.7369282, 37.3826679 54.7369755, 37.3828375 54.7370025))",,yes,,,"[5981798594, 5981798593, 5981798592, 5981798589, 5981798590, 5981798588, 5981798587, 5981798591, 5981798594]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,633714188,"POLYGON ((37.3840901 54.7371202, 37.3842846 54.7371396, 37.3843109 54.7370514, 37.3841165 54.737032, 37.3840901 54.7371202))",,yes,,,"[5981798598, 5981798597, 5981798596, 5981798595, 5981798598]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,633714190,"POLYGON ((37.384019 54.7374013, 37.3841843 54.7374254, 37.3842366 54.7373062, 37.3840713 54.737282, 37.384019 54.7374013))",,yes,,,"[5981798602, 5981798599, 5981798600, 5981798601, 5981798602]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,633714192,"POLYGON ((37.383838 54.7376219, 37.3840307 54.7376475, 37.3840763 54.7375329, 37.3838836 54.7375073, 37.383838 54.7376219))",,yes,,,"[5981798606, 5981798603, 5981798604, 5981798605, 5981798606]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,633714194,"POLYGON ((37.3876521 54.7411748, 37.3876896 54.7410726, 37.3875367 54.7410539, 37.3874991 54.7411561, 37.3876521 54.7411748))",,yes,,,"[5981798610, 5981798609, 5981798608, 5981798607, 5981798610]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,633714196,"POLYGON ((37.3878787 54.7411043, 37.3878446 54.7411979, 37.3880739 54.7412258, 37.3881081 54.7411322, 37.3878787 54.7411043))",,yes,,,"[5981798614, 5981798611, 5981798612, 5981798613, 5981798614]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,633714198,"POLYGON ((37.3881215 54.7392842, 37.3880807 54.7394187, 37.3883408 54.739445, 37.3883817 54.7393105, 37.3881215 54.7392842))",,yes,,,"[5981798618, 5981798615, 5981798616, 5981798617, 5981798618]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,633714200,"POLYGON ((37.3871867 54.7396752, 37.3872203 54.7395598, 37.3870061 54.7395391, 37.3869726 54.7396544, 37.3871867 54.7396752))",,yes,,,"[5981798622, 5981798621, 5981798620, 5981798619, 5981798622]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,633714201,"POLYGON ((37.3880263 54.7398292, 37.3881147 54.7398363, 37.3881348 54.7397527, 37.3880464 54.7397456, 37.3880263 54.7398292))",,yes,,,"[5981798626, 5981798623, 5981798624, 5981798625, 5981798626]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,633714203,"POLYGON ((37.3883951 54.7398548, 37.3885493 54.739871, 37.3885719 54.7397997, 37.3884176 54.7397835, 37.3883951 54.7398548))",,yes,,,"[5981798630, 5981798629, 5981798628, 5981798627, 5981798630]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,633714205,"POLYGON ((37.3884299 54.740365, 37.3884916 54.7402736, 37.388279 54.7402258, 37.3882173 54.7403171, 37.3884299 54.740365))",,yes,,,"[5981798634, 5981798633, 5981798632, 5981798631, 5981798634]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,633714207,"POLYGON ((37.3875153 54.7402729, 37.3875502 54.7401567, 37.3873382 54.7401355, 37.3873033 54.7402516, 37.3875153 54.7402729))",,yes,,,"[5981798638, 5981798637, 5981798636, 5981798635, 5981798638]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,633714209,"POLYGON ((37.387011 54.7410594, 37.3870513 54.740958, 37.386835 54.7409294, 37.3868013 54.7410146, 37.3869185 54.7410301, 37.3869121 54.7410464, 37.387011 54.7410594))",,yes,,,"[5981798644, 5981798643, 5981798642, 5981798641, 5981798639, 5981798640, 5981798644]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,633714211,"POLYGON ((37.3863841 54.7410116, 37.3865688 54.7410396, 37.3866026 54.7409653, 37.3865208 54.7409529, 37.3865332 54.7409256, 37.3864304 54.74091, 37.3863841 54.7410116))",,yes,,,"[5981798650, 5981798647, 5981798648, 5981798645, 5981798646, 5981798649, 5981798650]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,633714213,"POLYGON ((37.3862936 54.7420341, 37.3863284 54.7419195, 37.3861383 54.7419003, 37.3861035 54.7420148, 37.3862936 54.7420341))",,yes,,,"[5981798654, 5981798653, 5981798652, 5981798651, 5981798654]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,633714215,"POLYGON ((37.3859221 54.7416021, 37.3859556 54.7415077, 37.3857419 54.7414824, 37.3857083 54.7415768, 37.3859221 54.7416021))",,yes,,,"[5981798658, 5981798657, 5981798656, 5981798655, 5981798658]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,633714217,"POLYGON ((37.38637 54.7417214, 37.3863499 54.7417895, 37.3865148 54.7418057, 37.386535 54.7417376, 37.38637 54.7417214))",,yes,,,"[5981798662, 5981798659, 5981798660, 5981798661, 5981798662]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,633714219,"POLYGON ((37.3874429 54.7417469, 37.387471 54.7416648, 37.3873191 54.7416475, 37.3872909 54.7417295, 37.3874429 54.7417469))",,yes,,,"[5981798666, 5981798665, 5981798664, 5981798663, 5981798666]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,655750708,"POLYGON ((37.3734876 54.7404833, 37.373575 54.740344, 37.3739895 54.7404307, 37.3739021 54.74057, 37.3734876 54.7404833))",,yes,,,"[6143659406, 6143659404, 6143659403, 6143659407, 6143659406]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,664803063,"POLYGON ((37.4112631 54.7219145, 37.4111678 54.7215821, 37.4114023 54.7215597, 37.4114976 54.7218921, 37.4112631 54.7219145))",,yes,,,"[6222655156, 6222655159, 6222655168, 6222655155, 6222655156]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,664803064,"POLYGON ((37.4139875 54.7236351, 37.4140753 54.7235342, 37.4145574 54.7236739, 37.4144696 54.7237749, 37.4139875 54.7236351))",,yes,,,"[6222655161, 6222655163, 6222655158, 6222655162, 6222655161]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,664803065,"POLYGON ((37.4095638 54.7233457, 37.4095647 54.7230033, 37.4107932 54.7230044, 37.4107923 54.7233467, 37.4095638 54.7233457))",,yes,,,"[6222655165, 6222655167, 6222655160, 6222655164, 6222655165]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,664803066,"POLYGON ((37.4079938 54.7234097, 37.407967 54.7224183, 37.4093081 54.7224121, 37.4093349 54.7234221, 37.4079938 54.7234097))",,yes,,,"[6222655154, 6222655157, 6222655169, 6222655166, 6222655154]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,736469573,"POLYGON ((37.4052639 54.7322823, 37.4053661 54.7321888, 37.4056375 54.7322877, 37.4055353 54.7323812, 37.4052639 54.7322823))",,yes,,,"[6895245986, 6895245987, 6895245988, 6895245989, 6895245986]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,736469574,"POLYGON ((37.4047471 54.7315184, 37.404808 54.7314552, 37.4048361 54.7314642, 37.4048808 54.7314178, 37.4050046 54.7314575, 37.404899 54.7315672, 37.4047471 54.7315184))",,yes,,,"[6895245990, 6895245991, 6895245992, 6895245993, 6895245994, 6895245995, 6895245990]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,736469576,"POLYGON ((37.4020287 54.7321696, 37.4026703 54.7323691, 37.4025484 54.7324998, 37.4019067 54.7323003, 37.4020287 54.7321696))",,yes,,,"[6895246011, 6895246012, 6895246013, 6895246014, 6895246011]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,736469577,"POLYGON ((37.4020178 54.732157, 37.402165 54.731984, 37.4023626 54.7320401, 37.4022155 54.7322131, 37.4020178 54.732157))",,yes,,,"[6895246015, 6895246016, 6895246017, 6895246018, 6895246015]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,736469578,"POLYGON ((37.4021573 54.731974, 37.4022909 54.7318169, 37.4023815 54.7318426, 37.4024076 54.7318119, 37.4025058 54.7318397, 37.4023462 54.7320276, 37.4021573 54.731974))",,yes,,,"[6895246019, 6895246020, 6895246021, 6895246022, 6895246023, 6895246024, 6895246019]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,736469579,"POLYGON ((37.402922 54.731336, 37.4030427 54.731232, 37.4030814 54.731247, 37.4031715 54.7311694, 37.4032961 54.7312176, 37.4030853 54.7313992, 37.402922 54.731336))",,yes,,,"[6895246026, 6895246027, 6895246028, 6895246029, 6895246030, 6895246031, 6895246026]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,746647150,"POLYGON ((37.4043076 54.7311003, 37.4042333 54.7310752, 37.4042631 54.7310458, 37.4043374 54.7310709, 37.4043076 54.7311003))",,service,,,"[6987244699, 6987244695, 6987244694, 6987244693, 6987244699]",,,,,,,,,,,,,,,,,,,,,,,,,crossing_box,
way,746739291,"POLYGON ((37.3975103 54.7373358, 37.39725 54.7372641, 37.3974695 54.7369985, 37.3977298 54.7370701, 37.3975103 54.7373358))",,yes,,,"[6987952749, 6987952748, 6987952752, 6987952750, 6987952749]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,746742493,"POLYGON ((37.3813033 54.7420786, 37.3813875 54.741957, 37.3815914 54.742004, 37.3815072 54.7421256, 37.3813033 54.7420786))",,yes,,,"[6987993204, 6987993205, 6987993206, 6987993207, 6987993204]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,748648056,"POLYGON ((37.4143133 54.7379151, 37.4144163 54.7378124, 37.414697 54.7379062, 37.414594 54.7380089, 37.4143133 54.7379151))",,yes,,,"[7001367105, 7001367103, 7001367101, 7001367102, 7001367105]",29,Садовая улица,,,,,,,,,ЕГРН,,,,,,,,,,,,,,,
way,748648057,"POLYGON ((37.4134116 54.7400175, 37.4130249 54.7397101, 37.4131898 54.7396409, 37.4135766 54.7399484, 37.4134116 54.7400175))",,yes,,,"[7001367099, 7001367100, 7001367104, 7001367106, 7001367099]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,752298293,"POLYGON ((37.3962679 54.7361203, 37.3966666 54.7356811, 37.397109 54.7358149, 37.3969391 54.736002, 37.3968482 54.7359745, 37.3965749 54.7362755, 37.3964235 54.7362297, 37.3964678 54.7361808, 37.3962679 54.7361203))",,yes,,,"[7031636942, 7031636937, 7031636932, 7031636933, 7031636938, 7031636935, 7031636934, 7031636939, 7031636942]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,752301952,"POLYGON ((37.3969643 54.7375987, 37.397038 54.7375316, 37.3972303 54.7376021, 37.3971565 54.7376691, 37.3969643 54.7375987))",,yes,,,"[7031665452, 7031665451, 7031665449, 7031665450, 7031665452]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,762399034,"POLYGON ((37.4150825 54.7201109, 37.4155354 54.720028, 37.4153952 54.7197725, 37.4149423 54.7198554, 37.4150825 54.7201109))",,industrial,,,"[7123671668, 7123671669, 7123671670, 7123671671, 7123671668]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,762399035,"POLYGON ((37.4167455 54.7196294, 37.4167185 54.7194947, 37.4162713 54.7195246, 37.4162766 54.7195519, 37.4163007 54.7196604, 37.4167455 54.7196294))",,industrial,,,"[7123671672, 7123671673, 7123671674, 7123671678, 7123671675, 7123671672]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,762399036,"POLYGON ((37.4163007 54.7196604, 37.4152769 54.7197363, 37.4152527 54.7196277, 37.4162766 54.7195519, 37.4163007 54.7196604))",,industrial,,,"[7123671675, 7123671676, 7123671677, 7123671678, 7123671675]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,762399037,"POLYGON ((37.4149972 54.7197393, 37.4149866 54.7196198, 37.4147739 54.719626, 37.4147844 54.7197456, 37.4149972 54.7197393))",,industrial,,,"[7123671679, 7123671680, 7123671681, 7123671682, 7123671679]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,762399038,"POLYGON ((37.4135861 54.719811, 37.4135678 54.7197218, 37.4139599 54.7196978, 37.4140537 54.7197254, 37.414121 54.7197239, 37.4141626 54.7198394, 37.4140431 54.7198491, 37.4140272 54.7197873, 37.4140033 54.7197801, 37.4135861 54.719811))",,industrial,,,"[7123671683, 7123671684, 7123679285, 7123679286, 7123679287, 7123679288, 7123679289, 7123679290, 7123679291, 7123671683]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,762399039,"POLYGON ((37.4143078 54.7194962, 37.4142871 54.7194245, 37.4141102 54.7194415, 37.4141308 54.7195132, 37.4143078 54.7194962))",,industrial,,,"[7123679292, 7123679293, 7123679294, 7123679295, 7123679292]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,762399040,"POLYGON ((37.4141876 54.7203191, 37.4141602 54.7202013, 37.4140287 54.7202115, 37.4140151 54.7201531, 37.4132213 54.7202147, 37.4132623 54.7203909, 37.4141876 54.7203191))",,industrial,,,"[7123679317, 7123679296, 7123679297, 7123679298, 7123679299, 7123679322, 7123679317]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,762399041,"POLYGON ((37.4135562 54.7201368, 37.4135295 54.7200028, 37.4133121 54.7200172, 37.4133223 54.7200686, 37.4132847 54.7200711, 37.4132944 54.7201199, 37.4133375 54.720117, 37.4133442 54.7201509, 37.4135562 54.7201368))",,industrial,,,"[7123679300, 7123679301, 7123679302, 7123679303, 7123679304, 7123679305, 7123679306, 7123679307, 7123679300]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,762399042,"POLYGON ((37.4130088 54.7200277, 37.4128717 54.7200367, 37.4128597 54.7199753, 37.4129968 54.7199664, 37.4130088 54.7200277))",,industrial,,,"[7123679308, 7123679309, 7123679310, 7123679311, 7123679308]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,762399046,"POLYGON ((37.4161252 54.7214766, 37.4164336 54.7214731, 37.4164205 54.7210906, 37.4165495 54.7210892, 37.4165441 54.720931, 37.4164183 54.7209324, 37.416416 54.7208625, 37.4161043 54.720866, 37.4161252 54.7214766))",,industrial,,,"[7123679324, 7123679325, 7123679326, 7123679327, 7123679328, 7123679329, 7123679330, 7123679331, 7123679324]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,762399047,"POLYGON ((37.4164557 54.7204372, 37.4154068 54.7207906, 37.4150246 54.7204122, 37.4162288 54.7200065, 37.4164158 54.7201917, 37.4162606 54.720244, 37.4164557 54.7204372))",,industrial,,,"[7123679332, 7123679333, 2398128746, 7123679336, 7123679334, 7123679335, 7123679332]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,762399048,"POLYGON ((37.4166041 54.7224811, 37.417004 54.7224839, 37.4170193 54.7217408, 37.416913 54.7217387, 37.4169115 54.7216822, 37.4166208 54.72168, 37.4166041 54.7224811))",,industrial,,,"[7123679340, 7123679341, 7123679342, 7123679343, 7123679344, 7123679345, 7123679340]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,762399049,"POLYGON ((37.4154785 54.7208902, 37.4154798 54.7209497, 37.4152859 54.7209535, 37.41528 54.7208923, 37.4154785 54.7208902))",,industrial,,,"[7123679346, 7123679347, 7123679348, 7123679349, 7123679346]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,847010320,"POLYGON ((37.387017 54.7329919, 37.3870611 54.7328758, 37.3872364 54.732898, 37.3871923 54.7330141, 37.387017 54.7329919))",,yes,,,"[7903671133, 7903671132, 7903671134, 7903671131, 7903671133]",,,,,,,,,,,,,,,,,,,,,,,,,,
way,849337913,"POLYGON ((37.3762963 54.7317549, 37.376382 54.7317716, 37.3764072 54.7317286, 37.3763216 54.7317118, 37.3762963 54.7317549))",,garage,,,"[7924188344, 7924188343, 7924188345, 7924188346, 7924188344]",,,,,,,,,,,,,,,,,,,,,,,,,,
