element_type,osmid,source,geometry,addr:housenumber,addr:street,fixme,wheelchair,addr:city,name,opening_hours,tourism,building,nodes,building:levels,building:material,addr:postcode,description,roof:shape,amenity,addr2:housenumber,addr2:street,phone,generator:method,addr:country,addr:district,addr:region,note,name:en,shop,name:ru,religion,website,administrative,office,layer,man_made,addr:place,roof:levels,power,bench,shelter,healthcare,addr:full,alt_name,brand,brand:en,brand:wikidata,brand:wikipedia,contact:email,contact:facebook,contact:instagram,contact:ok,contact:phone,contact:vk,contact:website,operator,ref,service,ways,type
way,87239315,,"POLYGON ((34.4814325 62.913622, 34.481785 62.9134851, 34.4816964 62.9134393, 34.481344 62.9135762, 34.4814325 62.913622))",,,,,,,,,garages,"[1014396422, 1014395869, 1014396559, 1014396789, 1014396422]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,87239321,,"POLYGON ((34.4765072 62.9144816, 34.4766101 62.9142182, 34.4769394 62.9142449, 34.4768365 62.9145083, 34.4765072 62.9144816))",,,,,,,,,apartments,"[1014396505, 1014395556, 1014396612, 1014395785, 1014396505]",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,87239324,,"POLYGON ((34.4815386 62.9131399, 34.4816783 62.9130729, 34.4815287 62.9130082, 34.481389 62.9130752, 34.4815386 62.9131399))",,,,,,,,,yes,"[1014395728, 1014396476, 1014395922, 1014396589, 1014395728]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,87239325,,"POLYGON ((34.4802048 62.9138728, 34.4814655 62.9133462, 34.481301 62.9132645, 34.4800403 62.9137912, 34.4802048 62.9138728))",,,,,,,,,garages,"[1014396099, 1014395505, 1014396235, 1014396632, 1014396099]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,87239330,,"POLYGON ((34.4715549 62.9124065, 34.4718435 62.9122854, 34.4716618 62.9121956, 34.4713732 62.9123167, 34.4715549 62.9124065))",13,улица М.Горького,,,Медвежьегорск,,,,apartments,"[1014395634, 1014396647, 1014395842, 1014396185, 1014395634]",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,87239331,,"POLYGON ((34.4796241 62.9130449, 34.4798155 62.9130193, 34.4796739 62.9127997, 34.4794824 62.9128253, 34.4796241 62.9130449))",12,Дорожный переулок,,,,,,,yes,"[1014395774, 1014396498, 1014395943, 1014396608, 1014395774]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,87239336,,"POLYGON ((34.4762761 62.9152261, 34.4765864 62.915087, 34.4761927 62.9149049, 34.4758903 62.9150405, 34.4759976 62.9150901, 34.476102 62.9150433, 34.4762705 62.9151212, 34.476158 62.9151716, 34.4762761 62.9152261))",,,,,,Дом юного натуралиста,,,yes,"[1014396529, 1014395598, 1014396631, 1014395813, 1014396163, 1014396773, 1014396371, 1014395440, 1014396529]",1,,,,,social_facility,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,87239337,,"POLYGON ((34.4804349 62.912795, 34.4804769 62.9128266, 34.4805539 62.9128054, 34.4805119 62.9127738, 34.4805924 62.9127516, 34.4805283 62.9127033, 34.4803709 62.9127467, 34.4804349 62.912795))",,,,,,,,,yes,"[1014396375, 4264135045, 4264135043, 4264135041, 1014395448, 1014396532, 1014395603, 1014396375]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,87239338,,"POLYGON ((34.479512 62.9136352, 34.4808497 62.9131099, 34.4806926 62.9130269, 34.4793549 62.9135522, 34.479512 62.9136352))",,,,,,,,,garages,"[1014396674, 1014396153, 1014396768, 1014395707, 1014396674]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,87239343,,"POLYGON ((34.4700783 62.9130159, 34.4704881 62.9128418, 34.4703386 62.9127689, 34.4699289 62.9129429, 34.4700783 62.9130159))",19,улица М.Горького,,,Медвежьегорск,,,,apartments,"[1014396790, 1014396427, 1014395481, 1014395952, 1014396790]",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,87239348,,"POLYGON ((34.470828 62.9135274, 34.4711108 62.9134031, 34.4709629 62.9133333, 34.4711935 62.913232, 34.4710898 62.9131831, 34.4705922 62.9134017, 34.4705764 62.9134086, 34.4706092 62.9134241, 34.470828 62.9135274))",,,,,,,,,yes,"[1014396735, 1014395965, 1014396794, 1014396078, 1014396527, 5776406621, 1014395594, 5776406610, 1014396735]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,87239353,,"POLYGON ((34.4828594 62.9131672, 34.4829316 62.9131343, 34.4827553 62.9130541, 34.4826831 62.9130869, 34.4828594 62.9131672))",,,,,,,,,yes,"[1014396076, 1014396733, 1014396222, 1014396793, 1014396076]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,87239356,,"POLYGON ((34.4823091 62.9134135, 34.4823689 62.9133685, 34.4822455 62.9133347, 34.4821858 62.9133797, 34.4823091 62.9134135))",,,,,,,,,yes,"[1014396471, 4264135054, 1014396586, 1014395724, 1014396471]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,87239360,,"POLYGON ((34.4725998 62.9129876, 34.4728247 62.9128918, 34.472674 62.9128198, 34.4724473 62.9127075, 34.4722654 62.9126197, 34.4720404 62.9127155, 34.4725998 62.9129876))",7А,улица М.Горького,,,Медвежьегорск,,,,yes,"[1014396740, 1014395608, 2684850446, 2684850449, 1014396376, 1014395819, 1014396740]",,,186350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,87239364,,"POLYGON ((34.4706761 62.913805, 34.470892 62.9137092, 34.470539 62.9135443, 34.470603 62.9135159, 34.4705047 62.91347, 34.4702741 62.9135723, 34.4702249 62.9135942, 34.4706761 62.913805))",17,улица Дзержинского,,,Медвежьегорск,,,,yes,"[1014396804, 1014396113, 1014395887, 1014396575, 1014396017, 1014396225, 1014396671, 1014396804]",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,87239370,,"POLYGON ((34.4819218 62.9132982, 34.4820376 62.9133329, 34.4821117 62.9132817, 34.4819959 62.913247, 34.4819218 62.9132982))",,,,,,,,,yes,"[1014396659, 1014395882, 1014396761, 1014396006, 1014396659]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,87239371,,"POLYGON ((34.4825721 62.913311, 34.482821 62.9131949, 34.4826847 62.9131343, 34.4824358 62.9132504, 34.4825721 62.913311))",,,,,,,,,yes,"[1014396821, 1014396161, 1014395589, 1014396347, 1014396821]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,87239376,,"POLYGON ((34.4726451 62.9119566, 34.4729443 62.9118334, 34.4727444 62.9117327, 34.4724452 62.911856, 34.4726451 62.9119566))",9,улица М.Горького,,,Медвежьегорск,,,,apartments,"[1014396604, 1014396050, 1014396709, 1014395543, 1014396604]",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,87239382,,"POLYGON ((34.4776079 62.914262, 34.477799 62.9141851, 34.477683 62.9141253, 34.4774919 62.9142022, 34.4776079 62.914262))",,,,,,,,,yes,"[1014396759, 1014396005, 1014396813, 1014396135, 1014396759]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,87239384,,"POLYGON ((34.4826682 62.9141058, 34.4828396 62.914068, 34.4827316 62.9139665, 34.4825602 62.9140043, 34.4826682 62.9141058))",,,,,,,,,yes,"[1014396200, 1014395659, 1014396418, 1014396111, 1014396200]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,87239386,,"POLYGON ((34.4805952 62.9140629, 34.4814874 62.9137, 34.4817224 62.9138198, 34.4808303 62.9141827, 34.4805952 62.9140629))",,,,,,,,,garages,"[1014396070, 1014396212, 1014396615, 1014396312, 1014396070]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,87239392,,"POLYGON ((34.4777029 62.9147872, 34.477949 62.9148104, 34.4780936 62.9144927, 34.4778475 62.9144695, 34.4777029 62.9147872))",,,,,,,,,yes,"[1014396151, 1014396767, 1014396310, 1014396817, 1014396151]",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,87239393,,"POLYGON ((34.4817307 62.912885, 34.4819142 62.9128015, 34.4818378 62.9127667, 34.4817276 62.9128169, 34.4816368 62.9127756, 34.4815636 62.9128089, 34.4817307 62.912885))",18,улица Набережная,,,,,,,yes,"[1014396807, 1014396116, 1014395516, 1014396268, 1014395808, 1014396522, 1014396807]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,87239396,,"POLYGON ((34.4824232 62.9135402, 34.4822653 62.9135687, 34.4824477 62.9137781, 34.4825551 62.9137587, 34.4826056 62.9137496, 34.4824232 62.9135402))",,,,,,,,,yes,"[1014395748, 1014396132, 1014396757, 1014396001, 1014396274, 1014395748]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,87239397,,"POLYGON ((34.4805066 62.9140177, 34.4814595 62.9136359, 34.4814325 62.913622, 34.481344 62.9135762, 34.4812923 62.9135494, 34.4803394 62.9139312, 34.4805066 62.9140177))",,,,,,,,,garages,"[1014395817, 1014396739, 1014396422, 1014396789, 1014395970, 1014395661, 1014395817]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,87239400,,"POLYGON ((34.4771809 62.9146472, 34.4773311 62.9143445, 34.4770645 62.914317, 34.4769144 62.9146198, 34.4771809 62.9146472))",35,улица Ленина,,,,,,,apartments,"[1014396720, 1014395949, 1014396787, 1014396067, 1014396720]",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,87239402,,"POLYGON ((34.4798813 62.9137578, 34.4811746 62.913218, 34.4809988 62.9131307, 34.4797056 62.9136705, 34.4798813 62.9137578))",,,,,,,,,garages,"[1014396462, 1014395894, 1014396581, 1014396797, 1014396462]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,87239404,,"POLYGON ((34.4706866 62.9127737, 34.4712177 62.912555, 34.4710459 62.9124685, 34.4705148 62.9126872, 34.4706866 62.9127737))",17,улица М.Горького,,,Медвежьегорск,,,,apartments,"[1014396623, 1014396072, 1014396728, 1014396540, 1014396623]",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,87239405,,"POLYGON ((34.4787845 62.9130854, 34.4790373 62.9130429, 34.4788601 62.9128241, 34.4786073 62.9128666, 34.4787845 62.9130854))",10,Дорожный переулок,,,,,,,yes,"[1014396055, 1014396713, 1014396193, 1014396784, 1014396055]",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,87239406,,"POLYGON ((34.4718531 62.91365, 34.4720335 62.9135737, 34.471367 62.9132469, 34.4711867 62.9133231, 34.4718531 62.91365))",21,улица Дзержинского,,,Медвежьегорск,,,,apartments,"[1014396628, 1014395811, 1014396758, 1014396004, 1014396628]",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,87239408,,"POLYGON ((34.4821741 62.9133602, 34.4823451 62.9132675, 34.4822482 62.9132305, 34.4820772 62.9133232, 34.4821741 62.9133602))",,,,,,,,,yes,"[1014396815, 1014396137, 1014395548, 1014396303, 1014396815]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,87239410,,"POLYGON ((34.4788194 62.913509, 34.4789288 62.9134557, 34.4809815 62.9143289, 34.4808721 62.9143822, 34.4788194 62.913509))",,,,,,,,,garages,"[1014396062, 1014395467, 1014396196, 1014396021, 1014396062]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,87239411,,"POLYGON ((34.4713705 62.9131965, 34.4717085 62.9130532, 34.4715464 62.9129739, 34.4714112 62.9130313, 34.4712614 62.912958, 34.4710586 62.913044, 34.4713705 62.9131965))",21А,улица Дзержинского,,,Медвежьегорск,,,,yes,"[1014396811, 1014396133, 1014396560, 1014395683, 1014396657, 1014395878, 1014396811]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,87239413,BING,"POLYGON ((34.4700928 62.9136528, 34.4702249 62.9135942, 34.4702741 62.9135723, 34.469548 62.913233, 34.4693667 62.9133134, 34.4700928 62.9136528))",15,улица Дзержинского,,,Медвежьегорск,,,,apartments,"[1014395491, 1014396671, 1014396225, 1014395697, 1014396441, 1014395491]",4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,87239414,,"POLYGON ((34.4777981 62.9167716, 34.4779252 62.9167297, 34.4777708 62.9166326, 34.4776437 62.9166744, 34.4777981 62.9167716))",37,улица Ленина,,,Медвежьегорск,,,,yes,"[1014395738, 1014396704, 1014395924, 1014396272, 1014395738]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,87239415,,"POLYGON ((34.4817463 62.9132387, 34.4818975 62.9132839, 34.4819626 62.9132387, 34.4818114 62.9131935, 34.4817463 62.9132387))",,,,,,,,,yes,"[1014396435, 1014395489, 1014396563, 1014395689, 1014396435]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,87239416,,"POLYGON ((34.4831539 62.9131085, 34.4832958 62.9130581, 34.4830512 62.9129153, 34.4829093 62.9129657, 34.4831539 62.9131085))",,,,,,,,,yes,"[1014396681, 1014395912, 1014396772, 1014396026, 1014396681]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,87239418,,"POLYGON ((34.4734095 62.9116073, 34.4732429 62.9115186, 34.4729675 62.9116259, 34.4731814 62.9117397, 34.4732946 62.9116955, 34.4732475 62.9116704, 34.4734095 62.9116073))",5А,улица М.Горького,,,Медвежьегорск,,,,apartments,"[1014396292, 1014395763, 1014396492, 1014395973, 1014396633, 1014396106, 1014396292]",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,87240887,,"POLYGON ((34.4854066 62.9170987, 34.4854862 62.9170482, 34.4853072 62.9169875, 34.485222 62.9170353, 34.4854066 62.9170987))",13,улица Калинина,,,Медвежьегорск,,,,yes,"[1014413986, 1014414142, 1014413748, 1014414358, 1014413986]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,87240888,,"POLYGON ((34.4881191 62.9177822, 34.4881606 62.9177169, 34.4883432 62.917741, 34.4883017 62.9178063, 34.4881191 62.9177822))",28,улица Калинина,,,Медвежьегорск,,,,yes,"[1014413721, 1014413882, 1014413779, 1014414097, 1014413721]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,87240889,,"POLYGON ((34.4847239 62.9181107, 34.4848354 62.9180521, 34.4846445 62.9179768, 34.484533 62.9180354, 34.4847239 62.9181107))",6,улица Калинина,,,Медвежьегорск,,,,yes,"[1014413730, 1014413886, 1014414189, 1014413826, 1014413730]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,87240890,,"POLYGON ((34.483429 62.9186364, 34.4835096 62.9185913, 34.4836987 62.9186613, 34.4836181 62.9187064, 34.483429 62.9186364))",2,улица Калинина,,,Медвежьегорск,,,,yes,"[1014413889, 1014414064, 1014414100, 1014414380, 1014413889]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,87240891,,"POLYGON ((34.4848376 62.9166866, 34.4850032 62.9165852, 34.4848269 62.9165255, 34.4846613 62.9166269, 34.4848376 62.9166866))",14,улица Победы,,,Медвежьегорск,,,,yes,"[1014413816, 1014413981, 1014414255, 1014414164, 1014413816]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,87240892,,"POLYGON ((34.4866727 62.9173213, 34.4867972 62.9172599, 34.4867254 62.9172297, 34.4866009 62.9172911, 34.4866727 62.9173213))",,,,,,,,,yes,"[1014414328, 1014413815, 1014414371, 1014414024, 1014414328]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,87240893,,"POLYGON ((34.4851223 62.9172811, 34.4852105 62.9172052, 34.4849909 62.9171523, 34.4849027 62.9172281, 34.4851223 62.9172811))",11Б,улица Калинина,,,Медвежьегорск,,,,yes,"[1014413794, 1014413943, 1014414232, 1014413875, 1014413794]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,87240897,,"POLYGON ((34.4842377 62.917017, 34.4844514 62.916902, 34.4843348 62.9168571, 34.4841211 62.9169721, 34.4842377 62.917017))",12,улица Победы,,,Медвежьегорск,,,,yes,"[1014413812, 1014413976, 1014414249, 1014413890, 1014413812]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,87240899,,"POLYGON ((34.4787731 62.9175398, 34.4789852 62.9174701, 34.4788838 62.9174061, 34.4786717 62.9174758, 34.4787731 62.9175398))",39,улица Ленина,,,Медвежьегорск,,,,yes,"[1014413840, 1014413997, 1014414279, 1014413917, 1014413840]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,87240901,,"POLYGON ((34.4876529 62.9177832, 34.4878338 62.9178066, 34.4879085 62.9176867, 34.4877276 62.9176633, 34.4876529 62.9177832))",,,,,,,,,yes,"[1014414091, 1014414222, 1014413865, 1014413800, 1014414091]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,87240903,,"POLYGON ((34.4881811 62.9176254, 34.4882372 62.9175727, 34.488426 62.9176144, 34.488377 62.9176526, 34.4881811 62.9176254))",,,,,,,,,yes,"[1014414030, 1014414166, 1014414201, 1014413842, 1014414030]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,87240904,,"POLYGON ((34.483832 62.9179375, 34.4839318 62.9178722, 34.4837606 62.917818, 34.4836608 62.9178832, 34.483832 62.9179375))",7,улица Калинина,,,Медвежьегорск,,,,yes,"[1014413999, 1014413878, 1014414179, 1014413814, 1014413999]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,87240905,,"POLYGON ((34.4799108 62.9184906, 34.4800091 62.9184531, 34.4797908 62.9183346, 34.4796925 62.9183721, 34.4799108 62.9184906))",47,улица Ленина,,,Медвежьегорск,,,,yes,"[1014414363, 1014413859, 1014413738, 1014414074, 1014414363]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,87240906,,"POLYGON ((34.4818698 62.91854, 34.4819277 62.9184992, 34.4820744 62.9185424, 34.4820166 62.9185831, 34.4818698 62.91854))",,,,,,,,,yes,"[1014413746, 1014413897, 1014414204, 1014413846, 1014413746]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,87240907,,"POLYGON ((34.4797007 62.917988, 34.4798709 62.9179381, 34.4797863 62.9178782, 34.4796161 62.9179281, 34.4797007 62.917988))",43,улица Ленина,,,Медвежьегорск,,,,yes,"[1014414351, 1014413847, 1014413879, 1014414180, 1014414351]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,87240908,,"POLYGON ((34.4851386 62.9176947, 34.4852259 62.9176411, 34.4853808 62.9176934, 34.4852935 62.917747, 34.4851386 62.9176947))",6Б,улица Калинина,,,Медвежьегорск,,,,yes,"[1014414096, 1014414228, 1014414256, 1014413892, 1014414096]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,87240910,,"POLYGON ((34.4889021 62.9171871, 34.4890363 62.9170898, 34.488861 62.9170397, 34.4887268 62.917137, 34.4889021 62.9171871))",25А,улица Калинина,,,Медвежьегорск,,,,yes,"[1014414137, 1014414264, 1014414169, 1014413804, 1014414137]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,87240911,,"POLYGON ((34.4878211 62.9166885, 34.4878536 62.9165776, 34.488069 62.9165907, 34.4880365 62.9167016, 34.4878211 62.9166885))",21,улица Калинина,,,Медвежьегорск,,,,yes,"[1014414119, 1014414252, 1014414296, 1014413935, 1014414119]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,87240912,,"POLYGON ((34.4858944 62.9172856, 34.485963 62.9172478, 34.4858769 62.9172154, 34.4858083 62.9172533, 34.4858944 62.9172856))",,,,,,,,,yes,"[1014414287, 1014413776, 1014414092, 1014413985, 1014414287]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,87240915,,"POLYGON ((34.4867483 62.9167163, 34.4868315 62.9166547, 34.4870563 62.9167177, 34.4869731 62.9167793, 34.4867483 62.9167163))",16,улица Калинина,,,Медвежьегорск,,,,yes,"[1014414344, 1014413833, 1014414145, 1014414051, 1014414344]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,87240916,,"POLYGON ((34.4874674 62.9170458, 34.4876399 62.9169549, 34.4875385 62.916915, 34.487366 62.9170058, 34.4874674 62.9170458))",18,улица Калинина,,,Медвежьегорск,,,,yes,"[1014414254, 1014413740, 1014414076, 1014414345, 1014414254]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,87240917,,"POLYGON ((34.4879439 62.9172163, 34.488107 62.9171186, 34.4879537 62.9170656, 34.4877906 62.9171634, 34.4879439 62.9172163))",20,улица Калинина,,,Медвежьегорск,,,,yes,"[1014413757, 1014413903, 1014414214, 1014413855, 1014413757]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,87240918,,"POLYGON ((34.4890914 62.9175828, 34.489214 62.917492, 34.4891067 62.917462, 34.4889841 62.9175528, 34.4890914 62.9175828))",26,улица Калинина,,,Медвежьегорск,,,,yes,"[1014413744, 1014413896, 1014414206, 1014413845, 1014413744]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,87240920,,"POLYGON ((34.4844472 62.918268, 34.4845474 62.9182167, 34.4843248 62.9181266, 34.4842246 62.9181779, 34.4844472 62.918268))",4,улица Калинина,,,Медвежьегорск,,,,yes,"[1014414140, 1014414265, 1014413901, 1014414209, 1014414140]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,87240921,,"POLYGON ((34.4831499 62.9187872, 34.4832266 62.918729, 34.4834708 62.9187975, 34.4833913 62.9188596, 34.4831499 62.9187872))",1Б,улица Калинина,,,Медвежьегорск,,,,yes,"[1014414267, 1014413754, 1014414085, 1014413977, 1014414267]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,87240923,,"POLYGON ((34.4818066 62.9187726, 34.4818866 62.9187267, 34.4817405 62.9186739, 34.4816604 62.9187198, 34.4818066 62.9187726))",,,,,,,,,yes,"[1014413931, 1014414101, 1014413991, 1014414272, 1014413931]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,87240924,,"POLYGON ((34.485583 62.9176006, 34.4856946 62.9175374, 34.4856306 62.917514, 34.4856071 62.9175272, 34.4855136 62.917493, 34.4854255 62.9175428, 34.485583 62.9176006))",8,улица Калинина,,,Медвежьегорск,,,,yes,"[1014413835, 1014413996, 1014413881, 1014414182, 1014413817, 1014414124, 1014413835]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,87240925,,"POLYGON ((34.4814705 62.9189344, 34.481636 62.9188417, 34.4815224 62.9187997, 34.4813569 62.9188924, 34.4814705 62.9189344))",1А,улица Калинина,,,Медвежьегорск,,,,yes,"[1014414070, 1014413710, 1014413978, 1014414006, 1014414070]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,87240926,,"POLYGON ((34.4839442 62.9172171, 34.4840637 62.9171547, 34.4839155 62.9170959, 34.483796 62.9171584, 34.4839442 62.9172171))",10,улица Победы,,,Медвежьегорск,,,,yes,"[1014414192, 1014414336, 1014413989, 1014414268, 1014414192]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,87240928,,"POLYGON ((34.4902009 62.9175025, 34.490286 62.9173937, 34.490481 62.9174253, 34.4903959 62.9175341, 34.4902009 62.9175025))",40,улица Калинина,,,Медвежьегорск,,,,yes,"[1014414183, 1014414329, 1014413982, 1014414257, 1014414183]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,87240929,,"POLYGON ((34.488681 62.9174976, 34.4888456 62.9173688, 34.4886967 62.9173294, 34.4885769 62.9174232, 34.4885321 62.9174582, 34.488681 62.9174976))",24,улица Калинина,,,Медвежьегорск,,,,yes,"[1014413802, 1014413970, 1014414245, 1014414156, 1014413783, 1014413802]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,87240930,,"POLYGON ((34.4791657 62.9174563, 34.4793131 62.9174059, 34.4792656 62.9173771, 34.4791181 62.9174274, 34.4791657 62.9174563))",,,,,,,,,yes,"[1014413774, 1014413924, 1014414226, 1014414135, 1014413774]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
