key;count_all;values_all;characters;grade
place:1819-1851;1;1;rest;b
shower:gender_segregated;1;1;colon;u
abandoned:depot;1;1;colon;u
ref:foodlion;1;1;colon;u
not:basin;1;1;colon;u
ref:priest;1;1;colon;u
shop:-1989-12-25;1;1;rest;b
artist_name:pnt;1;1;colon;u
bring_your_own_wine;1;1;plain;u
artist_name:kaa;1;1;colon;u
name:2010-12-25--;1;1;rest;g
siteProtec;1;1;letters;u
old_name:1843-1955;1;1;rest;g
official_name:2015-01-01-;1;1;rest;g
contact:foodora;1;1;colon;u
shop:2016--;1;1;rest;b
name:2008--2016-06-17;1;1;rest;g
old_name:1894--1911;1;1;rest;g
opening_hours:repair:motor_vehicle;1;1;colon;u
contact:phone:clinic;1;1;colon;u
tat_deeeee;1;1;plain;u
old_name:tk:19??-2020;1;1;problem;g
shop:2020-;1;1;rest;b
shop:2017-;1;1;rest;b
event_management;1;1;plain;u
cable2:speed;1;1;letters;u
tower:type:es;1;1;colon;u
start_date:basic_cable_network;1;1;colon;u
РџР“-74;1;1;rest;b
device_powered_by;1;1;plain;u
РџР“-73;1;1;rest;b
РџР“-71;1;1;rest;b
РџР“-70;1;1;rest;b
РџР“-68;1;1;rest;b
name:2010-12-2018;1;1;rest;g
abandoned:brand:en;1;1;colon;u
abandoned:brand:zh;1;1;colon;u
artist_name:ell;1;1;colon;u
railway:position_1;1;1;letters;u
railway:position:exact:йіз®Ђ;1;1;letters;u
railway:position:exact:йіжі‰;1;1;letters;u
route_ref:Tootbus;1;1;letters;u
old_name:1840-1925;1;1;rest;g
railway:position:exact:йіж¶‰;1;1;letters;u
operator:Hutchison;1;1;letters;u
monitoring:ammonia;1;1;colon;u
removed:school:DE;1;1;letters;u
locationnumber;1;1;plain;u
detour:end_date;1;1;colon;u
old_name:1840-1917;1;1;rest;g
proposed:cycleway:left:lane;1;1;colon;u
digiroad:name;1;1;colon;u
oneway:wheelchair;1;1;colon;u
was:unisex;1;1;colon;u
nickname:nn;1;1;colon;u
nickname:ms;1;1;colon;u
nickname:ko;1;1;colon;u
nickname:el;1;1;colon;u
nickname:br;1;1;colon;u
old_name:1840-1858;1;1;rest;g
nickname:is;1;1;colon;u
old_name:1840-1880;1;1;rest;g
tickets:brand;1;1;colon;u
damaged:crossing:bell;1;1;colon;u
survey:natural;1;1;colon;u
source:alt_name:xdk;1;1;colon;u
tower:cooling;1;1;colon;u
switch_2;1;1;letters;u
weather:solar_irradiance;1;1;colon;u
зҐ–з±Ќ(й‚±);1;1;rest;b
source:cemetery;1;1;colon;u
name:2009--2021-03;1;1;rest;g
payment:website:coins;1;1;colon;u
acq_date;1;1;plain;u
parking:lane:right:1:capacity;1;1;letters;u
linear_ref:NE 85F Link;1;1;space;b
old_name:-1989-09-25;1;1;rest;g
website:driving_school;1;1;colon;u
number_of_meal;1;1;plain;u
disused:motorcycle:clothes;1;1;colon;u
tiger:toaddr;1;1;colon;u
construction:2018-;1;1;rest;b
name:1864-02-18-;1;1;rest;g
note:disused:place;1;1;colon;u
brand:zh-TW;1;1;rest;b
brand:zh-JP;1;1;rest;b
tourism:1960-1990;1;1;rest;b
off_site_construction_date;1;1;plain;u
name:br:2000-2019;1;1;rest;g
roof:rotation;1;1;colon;u
his:1911-1962:name;1;1;rest;b
name:Moba;1;1;letters;u
name:2014-2018-03-12;1;1;rest;g
capacity:~2010-2022;1;1;rest;b
disused:terrace;1;1;colon;u
education:image;1;1;colon;u
max_letter_length;1;1;plain;u
name:2006-09-2014-07;1;1;rest;g
name:es:1857-1976;1;1;rest;g
service:vehicle:chemical_products;1;1;colon;u
access:period;1;1;colon;u
л°л ¤м€м€ н–‰лЏ™;1;1;letters;u
wikidata:denomination;1;1;colon;u
service:vehicle:remote_starters;1;1;colon;u
ref:prefix;1;1;colon;u
description:sidewalk:both;1;1;colon;u
suspected_man_made;1;1;plain;u
зҐ–з±Ќ(йЎЏ);1;1;rest;b
source:gymnase;1;1;colon;u
payment:eptpos;1;1;colon;u
repoint;1;1;plain;u
aeroway:fee;1;1;colon;u
output:radiation;1;1;colon;u
hazard:underwater;1;1;colon;u
role:dep_hall;1;1;colon;u
website:2018-;1;1;rest;b
website:2017-;1;1;rest;b
service_times:description;1;1;colon;u
ref:touch_and_travel;1;1;colon;u
opening_hours:infected_person;1;1;colon;u
old_name:19??-2018;1;1;problem;g
office_supplies;1;1;plain;u
bell:2:start_date;1;1;letters;u
old_name:19??-2020;1;1;problem;g
зҐ–з±Ќ(йђ);1;1;rest;b
old_name:1840-2011;1;1;rest;g
ref:total;1;1;colon;u
def:motorroad=yes;;;;
payment:TerStal_giftcard;1;1;letters;u
disused:manufacturer:type;1;1;colon;u
dafor:Corylus_avellana;1;1;letters;u
species:pt:alt_name;1;1;colon;u
source:payment:coins;1;1;colon;u
hole:buried;1;1;colon;u
traffic:hourly:11:Sa:fall:wet:backward;1;1;letters;u
gns:D:ara:SORT_NAME;1;1;letters;u
age_limit;1;1;plain;u
monitoring:air_quality:fine_dust;1;1;colon;u
ref:NIDT;1;1;letters;u
self_catering:food;1;1;colon;u
float_court;1;1;plain;u
upstream_end_terminal;1;1;plain;u
lastcheck:who;1;1;colon;u
university:end_date;1;1;colon;u
sahris:ref;1;1;colon;u
opening_hours:technic;1;1;colon;u
criteria;1;1;plain;u
ele:official;1;1;colon;u
phone:technology_director;1;1;colon;u
arg:inumbers;1;1;colon;u
miniature_golf:theme;1;1;colon;u
wasan:toilet_owner;1;1;colon;u
ref:NHER;1;1;letters;u
ref:NHSC;1;1;letters;u
amenity:note;1;1;colon;u
landuse:--1994;1;1;rest;b
payment:coral_pass;1;1;colon;u
removed:pumping_station;1;1;colon;u
usability:foot;1;1;colon;u
source:related;1;1;colon;u
was:abandoned:name:zh;1;1;colon;u
GTT:revised;1;1;letters;u
name:caroun;1;1;colon;u
note:parking:lane:right;1;1;colon;u
ref:Moya;1;1;letters;u
зҐ–з±Ќ(й»ѓ);1;1;rest;b
vignette;1;1;plain;u
express:use;1;1;colon;u
beauty:-2022;1;1;rest;b
source:website:1;1;1;letters;u
source:website:2;1;1;letters;u
source:website:3;1;1;letters;u
building:black;1;1;colon;u
payment:in-house_account;1;1;rest;b
temporary:wetland;1;1;colon;u
government:registered_3;1;1;letters;u
kalipayan st;1;1;space;b
contact:lonelyplanet;1;1;colon;u
def:highway=bridleway;;;;
ref:MVgo;1;1;letters;u
railway:derail:position;1;1;colon;u
mtb:name:de;1;1;colon;u
ref:preist;1;1;colon;u
mtb:name:hr;1;1;colon;u
proposed:reservoir_type;1;1;colon;u
payment:onturtle;1;1;colon;u
abbr_name:es;1;1;colon;u
url:historicgarden;1;1;colon;u
def:highway=motorway;;;;
payment:Nextcharge;1;1;letters;u
name:Wancho;1;1;letters;u
parking:lane:both:capacity:free:hourly:spring;1;1;colon;u
carpet_washing:type;1;1;colon;u
mobility_scooter:type;1;1;colon;u
name:2015-07-09;1;1;rest;g
capacity:toilet;1;1;colon;u
stop:note;1;1;colon;u
bbq:count;1;1;colon;u
cutline:ja;1;1;colon;u
railway:etsc;1;1;colon;u
payment:ticket_servis;1;1;colon;u
note:optician;1;1;colon;u
model_aerodrome:guest_flyer;1;1;colon;u
deleted-public_transport;1;1;rest;b
addr:room:en;1;1;colon;u
monitoring:aircraft;1;1;colon;u
division_level:jp;1;1;colon;u
proposed:cycleway:width;1;1;colon;u
drive_through:note;1;1;colon;u
heritage:2:operator;1;1;letters;u
traffic:hourly:10:Sa:fall;1;1;letters;u
natemis;1;1;plain;u
electroplating;1;1;plain;u
old_name:1833-2006;1;1;rest;g
phosphate_conversion_coating;1;1;plain;u
stonemason_name;1;1;plain;u
old_name:-2012-08-01;1;1;rest;g
subject:fr;1;1;colon;u
ref:unicoop;1;1;colon;u
addr:hamlet:sc;1;1;colon;u
recycling:commerical_glass;1;1;colon;u
lbl_en;1;1;plain;u
destroyed:leaf_type;1;1;colon;u
name:--2022-07-31;1;1;rest;g
lavoir_type;1;1;plain;u
fetish:sports;1;1;colon;u
gatech:OWNERSHIP;1;1;letters;u
airline_service;1;1;plain;u
customer_base;1;1;plain;u
payment:zef_app;1;1;colon;u
url:romaikor;1;1;colon;u
maxheight:unsigned;1;1;colon;u
departures:school_holidays_1;1;1;letters;u
departures:school_holidays_2;1;1;letters;u
amenity:1912-2008;1;1;rest;b
umts:LAC:03;1;1;letters;u
contact:anobii;1;1;colon;u
name:2012--2019-01;1;1;rest;g
healthcare:speciality:psychotherapy;1;1;colon;u
payment:st1_card;1;1;letters;u
teЕџekkГјr;1;1;letters;u
was:revolving;1;1;colon;u
maxgauge;1;1;plain;u
food_and_drink;1;1;plain;u
parking:both:informal;1;1;colon;u
parking:right:restriction:motorcycle;1;1;colon;u
old_name:ko:1589-1925;1;1;rest;g
old_name:2016-09;1;1;rest;g
name:brewery;1;1;colon;u
bridge:date;1;1;colon;u
dog_shower;1;1;plain;u
fieldcheck;1;1;plain;u
was:payment:gcash;1;1;colon;u
blood:plaama;1;1;colon;u
his:1943-1913:name;1;1;rest;b
board:text:de;1;1;colon;u
health_specialty:autogenic_training;1;1;colon;u
was:animal_keeping:type;1;1;colon;u
bemani_sound_team;1;1;plain;u
ref:WWTA;1;1;letters;u
name:2018-01--2020-06;1;1;rest;g
addr:setnumber;1;1;colon;u
payment:records;1;1;colon;u
service:bicycle:skill_share;1;1;colon;u
eelis:tyyp;1;1;colon;u
award:ville_fleurie:stars;1;1;colon;u
note:nvdb:side;1;1;colon;u
was:communication:ham_radio;1;1;colon;u
historic:capital;1;1;colon;u
mhs:date;1;1;colon;u
min_lending_period;1;1;plain;u
old_name:1830-1869;1;1;rest;g
old_name:1830-1845;1;1;rest;g
datum_aligned;1;1;plain;u
quinta;1;1;plain;u
was:tree:ref;1;1;colon;u
quimic;1;1;plain;u
recycling:makeup;1;1;colon;u
wip_natural;1;1;plain;u
communications_transponder:height;1;1;colon;u
razed:railway:signal:electricity;1;1;colon;u
communication:datos;1;1;colon;u
platform:surface;1;1;colon;u
hazard_occurence;1;1;plain;u
give_way:turn:lanes;1;1;colon;u
grave_memories;1;1;plain;u
ruins:tower:type;1;1;colon;u
name:2022-08-01--;1;1;rest;g
sidewalk:right:obstacle;1;1;colon;u
crossing_reference;1;1;plain;u
ref:megalithic;1;1;colon;u
strenght;1;1;plain;u
addr:city:2016-;1;1;rest;b
danger:website;1;1;colon;u
abandoned:monitoring:traffic;1;1;colon;u
grades:se;1;1;colon;u
column:material;1;1;colon;u
official_name:fr:-2012-01-01;1;1;rest;g
animated:winding_posters;1;1;colon;u
mini-excavator:rental;1;1;rest;b
dismounted:amenity;1;1;colon;u
waymarking;1;1;plain;u
recycling:household_hazardous_chemicals;1;1;colon;u
opening_hours:vorlesungsfrei;1;1;colon;u
contact:fax_verm;1;1;colon;u
pachangas;1;1;plain;u
name:lv:1944-1950;1;1;rest;g
removed:object:postcode;1;1;colon;u
name:dalan mete mutu;1;1;space;b
questionable:addr:city;1;1;colon;u
ref:bulstat;1;1;colon;u
name:-201706;1;1;rest;g
wildlife_watching;1;1;plain;u
traffic:hourly:0630:We:winter:forward;1;1;letters;u
sensouni;1;1;plain;u
payment:m-pay;1;1;rest;b
MINEPIA;1;1;letters;u
traffic:hourly:15:We:fall:backward;1;1;letters;u
circumferencecircumference:2022-06-27;1;1;rest;b
direction_northwest:note;1;1;colon;u
payment:goldback;1;1;colon;u
was:shoes;1;1;colon;u
ecotourism:culture;1;1;colon;u
mk:outline;1;1;colon;u
name:syr-Arab;1;1;rest;g
indoor_loc_url;1;1;plain;u
addr:postal_town;1;1;colon;u
payment:Р•Р РРџ;1;1;letters;u
construction:direction;1;1;colon;u
contact:craigslist;1;1;colon;u
lanes:-2021;1;1;rest;b
not:tourism:note;1;1;colon;u
woody_species_100m;1;1;letters;u
note:nvdb:type;1;1;colon;u
guarding:operator;1;1;colon;u
optics;1;1;plain;u
wswings;1;1;plain;u
service:vehicle:parking_heater;1;1;colon;u
slush_ice;1;1;plain;u
sector:name:etymology:wikidata;1;1;colon;u
wheelchair:lift:length;1;1;colon;u
Visnu temple;1;1;space;b
destination:forward:2018-10-10;1;1;rest;b
traffic_sign:2:conditional;1;1;letters;u
amenity:1787-10-07-1798-08-14;1;1;rest;b
disused:royal_cypher;1;1;colon;u
name:lv:1941-1944;1;1;rest;g
parking:condition:right:except:vehicles;1;1;colon;u
survey_required;1;1;plain;u
disused:hgv:conditional;1;1;colon;u
pavetype;1;1;plain;u
left:department;1;1;colon;u
voltage:transformer;1;1;colon;u
tulcea;1;1;plain;u
service:vehicle:special_car_care;1;1;colon;u
note:historic:railway_car;1;1;colon;u
name:2010-02--2011-05;1;1;rest;g
hospital:level;1;1;colon;u
addr:housenumber:2016-;1;1;rest;b
food:waffel;1;1;colon;u
wall:right:material;1;1;colon;u
branch:1968-07-05--2021-10-03;1;1;rest;b
sidewalk:both:bicycle:oneway;1;1;colon;u
FIXME:website;1;1;letters;u
authentication:personal;1;1;colon;u
scuba_diving:dangers:cage;1;1;colon;u
gnis:feature_id_alt;1;1;colon;u
name:SЖ›вЂ™aЖ›вЂ™imxЗќc;1;1;rest;b
contact:instagram:2016-2020;1;1;rest;b
PSGC_code;1;1;letters;u
comment:3;1;1;letters;u
coniferous;1;1;plain;u
old_name:2:website;1;1;letters;u
rental_showcase;1;1;plain;u
mushroom;1;1;plain;u
antiquarian;1;1;plain;u
use:sport;1;1;colon;u
disused:orientation;1;1;colon;u
addr:tipoarea;1;1;colon;u
removed:destination:forward;1;1;colon;u
departure:to;1;1;colon;u
shelter:-2020;1;1;rest;b
toilets:wheelchair:door_width;1;1;colon;u
was:payment:note;1;1;colon;u
name:SZDC;1;1;letters;u
recycling:cookers;1;1;colon;u
tunnel:chimney;1;1;colon;u
name:gar-cyr;1;1;rest;g
aerialway:conveyor;1;1;colon;u
removed:post_office:opening_hours;1;1;colon;u
destroyed:CL:ID;1;1;letters;u
hardway;1;1;plain;u
old_name:ru:1926-1927;1;1;rest;g
socket:cee_red_125a:output;1;1;letters;u
his:1837-:building;1;1;rest;b
telecommunication:repair;1;1;colon;u
payment:priority_pass;1;1;colon;u
compartment:unk1;1;1;letters;u
compartment:unk2;1;1;letters;u
ref:turns;1;1;colon;u
payment:secupay;1;1;colon;u
payment:WMATA_SmartTrip_Metro_Card;1;1;letters;u
opening_hours:beer_pickup;1;1;colon;u
abandoned:crossing:chicane;1;1;colon;u
free_evangelical;1;1;plain;u
was:scout;1;1;colon;u
board_type:-2018;1;1;rest;b
payment:university_of_nebraska_id_badge;1;1;colon;u
razed:heritage;1;1;colon;u
state_abbreviation;1;1;plain;u
proposed:source:addr;1;1;colon;u
ref:RNET;1;1;letters;u
abandoned:railway:switch:ref;1;1;colon;u
seamark:notice:6:distance_end;1;1;letters;u
ref:RNAL;1;1;letters;u
ref:RNEs;1;1;letters;u
payment:cellopark;1;1;colon;u
name:Rral;1;1;letters;u
planned:rcn_ref;1;1;colon;u
old_name:1964-1970s;1;1;rest;g
T923-4;1;1;rest;b
destination:e;1;1;colon;u
destination:g;1;1;colon;u
audition;1;1;plain;u
signboard:uk;1;1;colon;u
sport:rugby;1;1;colon;u
old_name:1902-1931;1;1;rest;g
old_name:2012-11;1;1;rest;g
addr:CA:city;1;1;letters;u
old_name:1902-1903;1;1;rest;g
crossing:bicycle:markings;1;1;colon;u
bicycle:both_ways;1;1;colon;u
name:1978-2018-04-29;1;1;rest;g
postal_code:AT;1;1;letters;u
communication:Professional_mobile_radio;1;1;letters;u
mtb:scale:narrow;1;1;colon;u
colonnade:name;1;1;colon;u
postal_code:de;1;1;colon;u
aplies_to;1;1;plain;u
brand:-~2020;1;1;rest;b
name:ru:1950-1991;1;1;rest;g
postal_code:DE;1;1;letters;u
EDIFC_NOME;1;1;letters;u
healthcare:speciality:occupational;1;1;colon;u
communication:1098_kHz;1;1;letters;u
Щ‰Ш¶ЩѓШ«ШІШЁЩ‚;1;1;letters;u
watermill:diameter;1;1;colon;u
service:vehicle:retro_car_repair;1;1;colon;u
payment:Greenway_RfiD_card;1;1;letters;u
historic:old_name;1;1;colon;u
amenity:1854--;1;1;rest;b
old_name:ru:1927-??;1;1;problem;g
иЅ¦еє“;1;1;letters;b
digicode;1;1;plain;u
councel;1;1;plain;u
razed:map_size;1;1;colon;u
goods:backward:oneway;1;1;colon;u
name:2017-11-01;1;1;rest;g
iwn_ref;1;1;plain;u
old:destination:lanes;1;1;colon;u
old_name:1839-1849;1;1;rest;g
old_name:1839-1854;1;1;rest;g
disused:bicycle:type;1;1;colon;u
specialisation;1;1;plain;u
authentication:application;1;1;colon;u
old_name:ru:1923-1992;1;1;rest;g
opening_hours:waste;1;1;colon;u
price:tents:mid-season;1;1;rest;b
old_name:ru:1923-1957;1;1;rest;g
old_name:1839-1846;1;1;rest;g
railway:replica;1;1;colon;u
Producto;1;1;letters;u
ref:shop_number;1;1;colon;u
old_name:--1998-11-11;1;1;rest;g
information:language;1;1;colon;u
ref:SITA;1;1;letters;u
cbo:operational_area_division;1;1;colon;u
name:2018-08-30--2020-05;1;1;rest;g
neighbourhood:type;1;1;colon;u
fire_hydrant:position:de;1;1;colon;u
ref:SIDC;1;1;letters;u
payment:Duit_Now;1;1;letters;u
destroyed:website;1;1;colon;u
monitoring:radiation:manufacturer;1;1;colon;u
fitness_station:dips;1;1;colon;u
transport:in;1;1;colon;u
demolished:format;1;1;colon;u
age_verification:debit_cards;1;1;colon;u
multivallate;1;1;plain;u
removed:name:1982--2015-07-31;1;1;rest;g
T932-3;1;1;rest;b
parking:condition:both:fee:permit:F;1;1;letters;u
wheelchair:outdoor;1;1;colon;u
socket:wall;1;1;colon;u
his:1971-:building;1;1;rest;b
building:1904-1934;1;1;rest;b
diet:non-halal;1;1;rest;b
amenity:1918-1950;1;1;rest;b
ref:SNAP;1;1;letters;u
convenient;1;1;plain;u
NOME_PERCO;1;1;letters;u
service:vehicle:llantas;1;1;colon;u
weelspeed;1;1;plain;u
name:Bangla;1;1;letters;u
linear_ref:NE 85C Spur;1;1;space;b
network:;1;1;rest;b
def:highway=bridleway;;;;
sidewalk:both:2021;1;1;letters;u
nl:alt_name;1;1;colon;u
monitoring:water_vapor;1;1;colon;u
source:latitude;1;1;colon;u
deli:ja;1;1;colon;u
payment:eе……з”µAPP;1;1;letters;u
ref:EU:EVSE:3;1;1;letters;u
parking_alignment;1;1;plain;u
source:addr1;1;1;letters;u
guard_house;1;1;plain;u
NIAH:url;1;1;letters;u
name:2000--2016-01-17;1;1;rest;g
Posto de combustГ­vel;1;1;space;b
start_date:service;1;1;colon;u
description:capacity;1;1;colon;u
note:date_sunk;1;1;colon;u
hazard:probability;1;1;colon;u
stop:type;1;1;colon;u
allotment_plots;1;1;plain;u
disused:anglican;1;1;colon;u
was:sidewalk:left:width;1;1;colon;u
removed:payment:app;1;1;colon;u
old_ref:FR:Tisseo;1;1;letters;u
traffic_signals:lights;1;1;colon;u
kids_area:structure;1;1;colon;u
kindergarten:name;1;1;colon;u
ref:TEDi;1;1;letters;u
cooling:energy:max;1;1;colon;u
healthcare:1980-2000;1;1;rest;b
maxweight:both_ways;1;1;colon;u
was:monastery:type;1;1;colon;u
ref:Orange;1;1;letters;u
disease:SARS-CoV-2;1;1;rest;b
name:Tram;1;1;letters;u
removed:payment:jcb;1;1;colon;u
disease:addiction:alcohol;1;1;colon;u
harvest_year_start;1;1;plain;u
email:information;1;1;colon;u
hospital:doctors;1;1;colon;u
ref_name:septa;1;1;colon;u
Freilager;1;1;letters;u
lunch:covid19;1;1;letters;u
name:--2022-06-14;1;1;rest;g
mapillary:source:ref;1;1;colon;u
landuse:institutional;1;1;colon;u
center_turn_laturnne;1;1;plain;u
service:vehicle:car_scrap;1;1;colon;u
building:roof_slope;1;1;colon;u
vicinal_road;1;1;plain;u
cable1:speed;1;1;letters;u
facebook_group;1;1;plain;u
name:1994-2018-12-30;1;1;rest;g
service:electric_scooter:repair;1;1;colon;u
ref:Tper;1;1;letters;u
coffee_maker;1;1;plain;u
email:FR:pasteur;1;1;letters;u
drink:now;1;1;colon;u
university:type_idn;1;1;colon;u
reservation:note:it;1;1;colon;u
accessiblity;1;1;plain;u
distance:Downham;1;1;letters;u
traffic:hourly:19:Fr:winter:backward;1;1;letters;u
shop:opening_hours;1;1;colon;u
historic:civilization_2;1;1;letters;u
assignee;1;1;plain;u
old_name:ru:1920-2016;1;1;rest;g
old_name:-2012-07-01;1;1;rest;g
recycling:plastic_bottles:description;1;1;colon;u
drink:syp;1;1;colon;u
bucker;1;1;plain;u
abandoned:recycling:green_waste;1;1;colon;u
payment:bradesco;1;1;colon;u
hard_cricket_balls;1;1;plain;u
heritage:operate;1;1;colon;u
drink:url;1;1;colon;u
PRODUIT;1;1;letters;u
website:folder;1;1;colon;u
note:architect;1;1;colon;u
happy_hours:description:en;1;1;colon;u
recycling:Pringles_tubes;1;1;letters;u
ruins:reservoir_type;1;1;colon;u
name:2004-01--2011-02-23;1;1;rest;g
old_name:1836-1840;1;1;rest;g
onlinecounselling:url;1;1;colon;u
name:2017-12-31;1;1;rest;g
name:2017-12-01;1;1;rest;g
captain;1;1;plain;u
opphav;1;1;plain;u
cycleway:right:separated;1;1;colon;u
sport_stopped;1;1;plain;u
ref:KIHOP;1;1;letters;u
amenity:1912-1995;1;1;rest;b
muni_route_ref;1;1;plain;u
ref:UKHO;1;1;letters;u
aspects;1;1;plain;u
boltcutters;1;1;plain;u
email:consulate;1;1;colon;u
fixme:service;1;1;colon;u
alt:addr:unit;1;1;colon;u
caboose;1;1;plain;u
captive;1;1;plain;u
massage:teaching;1;1;colon;u
health_specialty:dental;1;1;colon;u
construction:lcn_ref;1;1;colon;u
maxheight:sign;1;1;colon;u
milage;1;1;plain;u
parking:right:motorhome;1;1;colon;u
floor2:office10;1;1;letters;u
milart;1;1;plain;u
note:service:copy;1;1;colon;u
abandoned:manhole;1;1;colon;u
recuofrente;1;1;plain;u
camera_rentals;1;1;plain;u
monitoring:weather:wind;1;1;colon;u
generator:output:electricity:standby;1;1;colon;u
source:smokefree;1;1;colon;u
recycling:ovens;1;1;colon;u
metal_grid;1;1;plain;u
name:1890-2021;1;1;rest;g
ruins:tower:construction;1;1;colon;u
contact:2:email;1;1;letters;u
old_ref:gemeentecode:-2016-01-01;1;1;rest;b
forest_compartment_marker;1;1;plain;u
NOAA:Type;1;1;letters;u
was:fuel:e10;1;1;letters;u
was:fuel:cng;1;1;colon;u
produce:bread;1;1;colon;u
part:wikipedia;1;1;colon;u
old_name:pre:2015;1;1;letters;u
old_name:pre:2016;1;1;letters;u
mang_plan;1;1;plain;u
mobile_device;1;1;plain;u
start_date:vallgrav;1;1;colon;u
payment:european_partner_tank;1;1;colon;u
linear_ref:NE 71F Spur;1;1;space;b
recycling:deep-frying_fat;1;1;rest;b
proposed:official_name:nan-POJ;1;1;rest;g
name:vi-Hani-VN;1;1;rest;g
sidewalk:right:narrow;1;1;colon;u
url:freesportparks;1;1;colon;u
fixme:voltage;1;1;colon;u
service:christmas_trees:retail;1;1;colon;u
lightning_rod:support;1;1;colon;u
communication:astra;1;1;colon;u
service:bicycle:wash:fee;1;1;colon;u
payment:Cadence_Card;1;1;letters;u
ref:mobiplay;1;1;colon;u
drink:beer:Guinness;1;1;letters;u
contact:phone:conditional;1;1;colon;u
traffic:hourly:20:Mo:summer:forward;1;1;letters;u
old_name:2007-2016;1;1;rest;g
healthcare:2018;1;1;letters;u
old_name:2007-2017;1;1;rest;g
opening_hours:Lernbecken;1;1;letters;u
block:height;1;1;colon;u
old_name:2007-2020;1;1;rest;g
old_name:2007-2009;1;1;rest;g
name:2017-05-2018-02-05;1;1;rest;g
heritage:description:de;1;1;colon;u
healthcare:2020;1;1;letters;u
old_name:2007-2012;1;1;rest;g
boundary:south;1;1;colon;u
osmc:alt_symbol;1;1;colon;u
traffic:hourly:15:Su:spring;1;1;letters;u
proposed:subject:wikidata;1;1;colon;u
house population;1;1;space;b
н•њмќјл№Њлќј;1;1;letters;u
construction:line;1;1;colon;u
number_of_mirrors;1;1;plain;u
highway:tiger;1;1;colon;u
standup_paddleboard:rental;1;1;colon;u
linear_ref:NE 71C Spur;1;1;space;b
start_date:-2021;1;1;rest;b
source:reserves;1;1;colon;u
old_name:1990--2020-12-31;1;1;rest;g
cash_box;1;1;plain;u
construction:branch;1;1;colon;u
disused:contact:yelp;1;1;colon;u
shop:-~2020;1;1;rest;b
communication:Solar;1;1;letters;u
construction:architecture:de;1;1;colon;u
sinokG;1;1;letters;u
old_name:0--1967-09-07;1;1;rest;g
parking_space:marking;1;1;colon;u
was:contact:website:2021;1;1;letters;u
old_name:uk:1889-1924;1;1;rest;g
ref:CONABIP;1;1;letters;u
charge:motorcar:forward;1;1;colon;u
old_name:2004-2015;1;1;rest;g
old_name:2004-2012;1;1;rest;g
old_name:2004-2008;1;1;rest;g
disused:cycleway:surface:colour;1;1;colon;u
old_name:2004-2007;1;1;rest;g
proposed:closest_town;1;1;colon;u
seasonal:winter:ski:rental;1;1;colon;u
nameLANGALI;1;1;letters;u
disease:phobia;1;1;colon;u
old_name:1978-1993;1;1;rest;g
old_name:1978-1997;1;1;rest;g
parlour;1;1;plain;u
demolished:sidewalk:left;1;1;colon;u
caution:bicycle;1;1;colon;u
old_name:1978-1980;1;1;rest;g
moved:date;1;1;colon;u
proposed:heritage;1;1;colon;u
healthcare:speciality:optometrist;1;1;colon;u
description:bottom;1;1;colon;u
frequency:output;1;1;colon;u
old_name:-2019-03-02;1;1;rest;g
old_ref:BLfD;1;1;letters;u
course_rating:ladies:falcon;1;1;colon;u
TMC:cid_58:tabcd_1:Road:SubTypeName:loc;1;1;letters;u
scuba_diving:camel_diving_safaris;1;1;colon;u
proposed:pipeline;1;1;colon;u
old_name:sk:1237-1773;1;1;rest;g
disused:cutting;1;1;colon;u
scheduled_ancient_monument;1;1;plain;u
electrified:fence;1;1;colon;u
removed:bulk_purchase;1;1;colon;u
toposcope;1;1;plain;u
railway:signal:departure:position;1;1;colon;u
young;1;1;plain;u
railway:position:exact:ж–°еі°;1;1;letters;u
old_name:ko:1925-1961;1;1;rest;g
source:is_in:locality;1;1;colon;u
compliance;1;1;plain;u
carriagewaycamber;1;1;plain;u
mindat;1;1;plain;u
maxgrossweight:hgv:conditional;1;1;colon;u
lamp_description;1;1;plain;u
construction:male;1;1;colon;u
demolished:maze;1;1;colon;u
damaged:description;1;1;colon;u
manufacturer_equipment;1;1;plain;u
alt_semark:name;1;1;colon;u
ref:ofsted;1;1;colon;u
fixme:perimeter;1;1;colon;u
footway:type;1;1;colon;u
astronomie;1;1;plain;u
disused:addr:unit;1;1;colon;u
transformer:cooling;1;1;colon;u
old_name:1978-2010;1;1;rest;g
old_name:1978-2008;1;1;rest;g
old_name:1978-2002;1;1;rest;g
old_name:uk:1886-1891;1;1;rest;g
repaint:date;1;1;colon;u
status:note;1;1;colon;u
communication:audio;1;1;colon;u
maxspeed:coach:forward;1;1;colon;u
direction:2:a;1;1;letters;u
related_law:pl;1;1;colon;u
related_law:nl;1;1;colon;u
direction:2:b;1;1;letters;u
old_name:2001-2016;1;1;rest;g
old_name:2001-2020;1;1;rest;g
diplomatic:services:Office_of_th_Quebec_Trade_Commissioner;1;1;letters;u
old_name:2001-2018;1;1;rest;g
related_law:de;1;1;colon;u
old_name:2001-2013;1;1;rest;g
building:~1950;1;1;rest;b
direction:1:a;1;1;letters;u
direction:1:b;1;1;letters;u
direction:3:a;1;1;letters;u
direction:3:b;1;1;letters;u
name:1996-10--2015-10;1;1;rest;g
old_name:2001-2008;1;1;rest;g
brand:ja-JP;1;1;rest;b
pub:food;1;1;colon;u
bell:5:start_date;1;1;letters;u
television:description;1;1;colon;u
